"bank_id","species","common_name"
189,"Ameiurus natalis","Yellow Bullhead"
2829,"Ameiurus natalis","Yellow Bullhead"
2087,"Ameiurus natalis","Yellow Bullhead"
2081,"Ameiurus natalis","Yellow Bullhead"
868,"Ameiurus natalis","Yellow Bullhead"
3210,"Ameiurus natalis","Yellow Bullhead"
299,"Ameiurus natalis","Yellow Bullhead"
2933,"Ameiurus natalis","Yellow Bullhead"
6168,"Ameiurus natalis","Yellow Bullhead"
1442,"Ameiurus natalis","Yellow Bullhead"
1203,"Ameiurus natalis","Yellow Bullhead"
5383,"Ameiurus natalis","Yellow Bullhead"
256,"Ameiurus natalis","Yellow Bullhead"
129,"Ameiurus natalis","Yellow Bullhead"
729,"Ameiurus natalis","Yellow Bullhead"
3223,"Ameiurus natalis","Yellow Bullhead"
920,"Ameiurus natalis","Yellow Bullhead"
2465,"Ameiurus natalis","Yellow Bullhead"
6707,"Ameiurus natalis","Yellow Bullhead"
4452,"Ameiurus natalis","Yellow Bullhead"
3118,"Ameiurus natalis","Yellow Bullhead"
3353,"Ameiurus natalis","Yellow Bullhead"
1870,"Ameiurus natalis","Yellow Bullhead"
5356,"Ameiurus natalis","Yellow Bullhead"
5375,"Ameiurus natalis","Yellow Bullhead"
1776,"Ameiurus natalis","Yellow Bullhead"
7205,"Ameiurus natalis","Yellow Bullhead"
581,"Ameiurus natalis","Yellow Bullhead"
1032,"Ameiurus natalis","Yellow Bullhead"
4356,"Ameiurus natalis","Yellow Bullhead"
3291,"Ameiurus natalis","Yellow Bullhead"
475,"Ameiurus natalis","Yellow Bullhead"
2676,"Ameiurus natalis","Yellow Bullhead"
1730,"Ameiurus natalis","Yellow Bullhead"
6836,"Ameiurus natalis","Yellow Bullhead"
2166,"Ameiurus natalis","Yellow Bullhead"
5285,"Ameiurus natalis","Yellow Bullhead"
777,"Ameiurus natalis","Yellow Bullhead"
7074,"Ameiurus natalis","Yellow Bullhead"
6013,"Ameiurus natalis","Yellow Bullhead"
801,"Ameiurus natalis","Yellow Bullhead"
4716,"Ameiurus natalis","Yellow Bullhead"
526,"Ameiurus natalis","Yellow Bullhead"
476,"Ameiurus natalis","Yellow Bullhead"
695,"Ameiurus natalis","Yellow Bullhead"
879,"Ameiurus natalis","Yellow Bullhead"
6169,"Ameiurus natalis","Yellow Bullhead"
582,"Ameiurus natalis","Yellow Bullhead"
2744,"Ameiurus natalis","Yellow Bullhead"
6699,"Ameiurus natalis","Yellow Bullhead"
3064,"Ameiurus natalis","Yellow Bullhead"
3387,"Ameiurus natalis","Yellow Bullhead"
5108,"Ameiurus natalis","Yellow Bullhead"
5066,"Ameiurus natalis","Yellow Bullhead"
6767,"Ameiurus natalis","Yellow Bullhead"
6210,"Ameiurus natalis","Yellow Bullhead"
4572,"Ameiurus natalis","Yellow Bullhead"
2989,"Ameiurus natalis","Yellow Bullhead"
6762,"Ameiurus natalis","Yellow Bullhead"
5781,"Ameiurus natalis","Yellow Bullhead"
3481,"Ameiurus natalis","Yellow Bullhead"
2356,"Ameiurus natalis","Yellow Bullhead"
3286,"Ameiurus natalis","Yellow Bullhead"
6890,"Ameiurus natalis","Yellow Bullhead"
6295,"Ameiurus natalis","Yellow Bullhead"
5483,"Ameiurus natalis","Yellow Bullhead"
501,"Ameiurus natalis","Yellow Bullhead"
1005,"Ameiurus natalis","Yellow Bullhead"
3071,"Ameiurus natalis","Yellow Bullhead"
6571,"Ameiurus natalis","Yellow Bullhead"
7238,"Ameiurus natalis","Yellow Bullhead"
7270,"Ameiurus natalis","Yellow Bullhead"
1487,"Ameiurus natalis","Yellow Bullhead"
6183,"Ameiurus natalis","Yellow Bullhead"
870,"Ameiurus natalis","Yellow Bullhead"
636,"Ameiurus natalis","Yellow Bullhead"
477,"Ameiurus natalis","Yellow Bullhead"
1864,"Ameiurus natalis","Yellow Bullhead"
637,"Ameiurus natalis","Yellow Bullhead"
2239,"Ameiurus natalis","Yellow Bullhead"
6542,"Ameiurus natalis","Yellow Bullhead"
2133,"Ameiurus natalis","Yellow Bullhead"
2134,"Ameiurus natalis","Yellow Bullhead"
6705,"Ameiurus natalis","Yellow Bullhead"
1179,"Ameiurus natalis","Yellow Bullhead"
4626,"Ameiurus natalis","Yellow Bullhead"
4625,"Ameiurus natalis","Yellow Bullhead"
6178,"Ameiurus natalis","Yellow Bullhead"
5771,"Ameiurus natalis","Yellow Bullhead"
5973,"Ameiurus natalis","Yellow Bullhead"
4616,"Ameiurus natalis","Yellow Bullhead"
5752,"Ameiurus natalis","Yellow Bullhead"
5135,"Ameiurus natalis","Yellow Bullhead"
4581,"Ameiurus natalis","Yellow Bullhead"
6972,"Ameiurus natalis","Yellow Bullhead"
4913,"Ameiurus natalis","Yellow Bullhead"
4455,"Ameiurus natalis","Yellow Bullhead"
4911,"Ameiurus natalis","Yellow Bullhead"
4910,"Ameiurus natalis","Yellow Bullhead"
4912,"Ameiurus natalis","Yellow Bullhead"
7034,"Ameiurus natalis","Yellow Bullhead"
5292,"Ameiurus natalis","Yellow Bullhead"
1069,"Ameiurus natalis","Yellow Bullhead"
3485,"Ameiurus natalis","Yellow Bullhead"
5018,"Ameiurus natalis","Yellow Bullhead"
4412,"Ameiurus natalis","Yellow Bullhead"
3527,"Ameiurus natalis","Yellow Bullhead"
5460,"Ameiurus natalis","Yellow Bullhead"
1070,"Ameiurus natalis","Yellow Bullhead"
3399,"Ameiurus natalis","Yellow Bullhead"
2856,"Ameiurus natalis","Yellow Bullhead"
4413,"Ameiurus natalis","Yellow Bullhead"
2851,"Ameiurus natalis","Yellow Bullhead"
2855,"Ameiurus natalis","Yellow Bullhead"
2861,"Ameiurus natalis","Yellow Bullhead"
4414,"Ameiurus natalis","Yellow Bullhead"
2862,"Ameiurus natalis","Yellow Bullhead"
4415,"Ameiurus natalis","Yellow Bullhead"
4416,"Ameiurus natalis","Yellow Bullhead"
3520,"Ameiurus natalis","Yellow Bullhead"
4530,"Ameiurus natalis","Yellow Bullhead"
4508,"Ameiurus natalis","Yellow Bullhead"
2863,"Ameiurus natalis","Yellow Bullhead"
2864,"Ameiurus natalis","Yellow Bullhead"
5913,"Ameiurus natalis","Yellow Bullhead"
4417,"Ameiurus natalis","Yellow Bullhead"
2865,"Ameiurus natalis","Yellow Bullhead"
1073,"Ameiurus natalis","Yellow Bullhead"
6315,"Ameiurus natalis","Yellow Bullhead"
5159,"Ameiurus natalis","Yellow Bullhead"
5158,"Ameiurus natalis","Yellow Bullhead"
2950,"Ameiurus natalis","Yellow Bullhead"
5632,"Ameiurus natalis","Yellow Bullhead"
6277,"Ameiurus natalis","Yellow Bullhead"
5702,"Ameiurus natalis","Yellow Bullhead"
277,"Ameiurus natalis","Yellow Bullhead"
6297,"Ameiurus natalis","Yellow Bullhead"
4462,"Ameiurus natalis","Yellow Bullhead"
1059,"Ameiurus natalis","Yellow Bullhead"
1052,"Ameiurus natalis","Yellow Bullhead"
1051,"Ameiurus natalis","Yellow Bullhead"
3345,"Ameiurus natalis","Yellow Bullhead"
3347,"Ameiurus natalis","Yellow Bullhead"
3343,"Ameiurus natalis","Yellow Bullhead"
3350,"Ameiurus natalis","Yellow Bullhead"
3346,"Ameiurus natalis","Yellow Bullhead"
3348,"Ameiurus natalis","Yellow Bullhead"
3349,"Ameiurus natalis","Yellow Bullhead"
3351,"Ameiurus natalis","Yellow Bullhead"
1057,"Ameiurus natalis","Yellow Bullhead"
6294,"Ameiurus natalis","Yellow Bullhead"
6293,"Ameiurus natalis","Yellow Bullhead"
6291,"Ameiurus natalis","Yellow Bullhead"
4994,"Ameiurus natalis","Yellow Bullhead"
4656,"Ameiurus natalis","Yellow Bullhead"
4584,"Ameiurus natalis","Yellow Bullhead"
6179,"Ameiurus natalis","Yellow Bullhead"
2479,"Ameiurus natalis","Yellow Bullhead"
5527,"Ameiurus natalis","Yellow Bullhead"
5256,"Ameiurus natalis","Yellow Bullhead"
4779,"Ameiurus natalis","Yellow Bullhead"
4781,"Ameiurus natalis","Yellow Bullhead"
4780,"Ameiurus natalis","Yellow Bullhead"
4782,"Ameiurus natalis","Yellow Bullhead"
4783,"Ameiurus natalis","Yellow Bullhead"
7250,"Ameiurus natalis","Yellow Bullhead"
3469,"Ameiurus natalis","Yellow Bullhead"
6485,"Ameiurus natalis","Yellow Bullhead"
6449,"Ameiurus natalis","Yellow Bullhead"
583,"Ameiurus natalis","Yellow Bullhead"
1485,"Ameiurus natalis","Yellow Bullhead"
6428,"Ameiurus natalis","Yellow Bullhead"
638,"Ameiurus natalis","Yellow Bullhead"
584,"Ameiurus natalis","Yellow Bullhead"
5830,"Ameiurus natalis","Yellow Bullhead"
2451,"Ameiurus natalis","Yellow Bullhead"
1191,"Ameiurus natalis","Yellow Bullhead"
3051,"Ameiurus natalis","Yellow Bullhead"
5538,"Ameiurus natalis","Yellow Bullhead"
6791,"Ameiurus natalis","Yellow Bullhead"
5840,"Ameiurus natalis","Yellow Bullhead"
4311,"Ameiurus natalis","Yellow Bullhead"
6541,"Ameiurus natalis","Yellow Bullhead"
6647,"Ameiurus natalis","Yellow Bullhead"
585,"Ameiurus natalis","Yellow Bullhead"
3006,"Ameiurus natalis","Yellow Bullhead"
890,"Ameiurus natalis","Yellow Bullhead"
5828,"Ameiurus natalis","Yellow Bullhead"
6227,"Ameiurus natalis","Yellow Bullhead"
5103,"Ameiurus natalis","Yellow Bullhead"
247,"Ameiurus natalis","Yellow Bullhead"
2118,"Ameiurus natalis","Yellow Bullhead"
5446,"Ameiurus natalis","Yellow Bullhead"
7166,"Ameiurus natalis","Yellow Bullhead"
7268,"Ameiurus natalis","Yellow Bullhead"
897,"Ameiurus natalis","Yellow Bullhead"
6204,"Ameiurus natalis","Yellow Bullhead"
934,"Ameiurus natalis","Yellow Bullhead"
7142,"Ameiurus natalis","Yellow Bullhead"
1088,"Ameiurus natalis","Yellow Bullhead"
5650,"Ameiurus natalis","Yellow Bullhead"
586,"Ameiurus natalis","Yellow Bullhead"
2964,"Ameiurus natalis","Yellow Bullhead"
6997,"Ameiurus natalis","Yellow Bullhead"
383,"Ameiurus natalis","Yellow Bullhead"
1181,"Ameiurus natalis","Yellow Bullhead"
5373,"Ameiurus natalis","Yellow Bullhead"
4389,"Ameiurus natalis","Yellow Bullhead"
5502,"Ameiurus natalis","Yellow Bullhead"
3249,"Ameiurus natalis","Yellow Bullhead"
5266,"Ameiurus natalis","Yellow Bullhead"
930,"Ameiurus natalis","Yellow Bullhead"
5445,"Ameiurus natalis","Yellow Bullhead"
640,"Ameiurus natalis","Yellow Bullhead"
372,"Ameiurus natalis","Yellow Bullhead"
1801,"Ameiurus natalis","Yellow Bullhead"
1802,"Ameiurus natalis","Yellow Bullhead"
3411,"Ameiurus natalis","Yellow Bullhead"
6022,"Ameiurus natalis","Yellow Bullhead"
1254,"Ameiurus natalis","Yellow Bullhead"
3276,"Ameiurus natalis","Yellow Bullhead"
6147,"Ameiurus natalis","Yellow Bullhead"
1591,"Ameiurus natalis","Yellow Bullhead"
1028,"Ameiurus natalis","Yellow Bullhead"
3357,"Ameiurus natalis","Yellow Bullhead"
1092,"Ameiurus natalis","Yellow Bullhead"
1758,"Ameiurus natalis","Yellow Bullhead"
5318,"Ameiurus natalis","Yellow Bullhead"
6221,"Ameiurus natalis","Yellow Bullhead"
2167,"Ameiurus natalis","Yellow Bullhead"
6287,"Ameiurus natalis","Yellow Bullhead"
6965,"Ameiurus natalis","Yellow Bullhead"
5654,"Ameiurus natalis","Yellow Bullhead"
6376,"Ameiurus natalis","Yellow Bullhead"
6653,"Ameiurus natalis","Yellow Bullhead"
5836,"Ameiurus natalis","Yellow Bullhead"
5833,"Ameiurus natalis","Yellow Bullhead"
5796,"Ameiurus natalis","Yellow Bullhead"
6070,"Ameiurus natalis","Yellow Bullhead"
6659,"Ameiurus natalis","Yellow Bullhead"
6660,"Ameiurus natalis","Yellow Bullhead"
6605,"Ameiurus natalis","Yellow Bullhead"
5653,"Ameiurus natalis","Yellow Bullhead"
743,"Ameiurus natalis","Yellow Bullhead"
817,"Ameiurus natalis","Yellow Bullhead"
818,"Ameiurus natalis","Yellow Bullhead"
846,"Ameiurus natalis","Yellow Bullhead"
673,"Ameiurus natalis","Yellow Bullhead"
674,"Ameiurus natalis","Yellow Bullhead"
5480,"Ameiurus natalis","Yellow Bullhead"
7082,"Ameiurus natalis","Yellow Bullhead"
6859,"Ameiurus natalis","Yellow Bullhead"
4764,"Ameiurus natalis","Yellow Bullhead"
6270,"Ameiurus natalis","Yellow Bullhead"
4763,"Ameiurus natalis","Yellow Bullhead"
6677,"Ameiurus natalis","Yellow Bullhead"
4405,"Ameiurus natalis","Yellow Bullhead"
5786,"Ameiurus natalis","Yellow Bullhead"
6874,"Ameiurus natalis","Yellow Bullhead"
6881,"Ameiurus natalis","Yellow Bullhead"
4622,"Ameiurus natalis","Yellow Bullhead"
4348,"Ameiurus natalis","Yellow Bullhead"
7151,"Ameiurus natalis","Yellow Bullhead"
6643,"Ameiurus natalis","Yellow Bullhead"
7159,"Ameiurus natalis","Yellow Bullhead"
5009,"Ameiurus natalis","Yellow Bullhead"
6989,"Ameiurus natalis","Yellow Bullhead"
4992,"Ameiurus natalis","Yellow Bullhead"
856,"Ameiurus natalis","Yellow Bullhead"
857,"Ameiurus natalis","Yellow Bullhead"
6991,"Ameiurus natalis","Yellow Bullhead"
5709,"Ameiurus natalis","Yellow Bullhead"
4943,"Ameiurus natalis","Yellow Bullhead"
4944,"Ameiurus natalis","Yellow Bullhead"
4166,"Ameiurus natalis","Yellow Bullhead"
4167,"Ameiurus natalis","Yellow Bullhead"
4168,"Ameiurus natalis","Yellow Bullhead"
4169,"Ameiurus natalis","Yellow Bullhead"
4170,"Ameiurus natalis","Yellow Bullhead"
4171,"Ameiurus natalis","Yellow Bullhead"
4172,"Ameiurus natalis","Yellow Bullhead"
4173,"Ameiurus natalis","Yellow Bullhead"
4177,"Ameiurus natalis","Yellow Bullhead"
4178,"Ameiurus natalis","Yellow Bullhead"
4174,"Ameiurus natalis","Yellow Bullhead"
4175,"Ameiurus natalis","Yellow Bullhead"
4176,"Ameiurus natalis","Yellow Bullhead"
4179,"Ameiurus natalis","Yellow Bullhead"
4180,"Ameiurus natalis","Yellow Bullhead"
4181,"Ameiurus natalis","Yellow Bullhead"
4182,"Ameiurus natalis","Yellow Bullhead"
4183,"Ameiurus natalis","Yellow Bullhead"
4184,"Ameiurus natalis","Yellow Bullhead"
4185,"Ameiurus natalis","Yellow Bullhead"
4186,"Ameiurus natalis","Yellow Bullhead"
4404,"Ameiurus natalis","Yellow Bullhead"
4367,"Ameiurus natalis","Yellow Bullhead"
4643,"Ameiurus natalis","Yellow Bullhead"
4754,"Ameiurus natalis","Yellow Bullhead"
4187,"Ameiurus natalis","Yellow Bullhead"
4644,"Ameiurus natalis","Yellow Bullhead"
4279,"Ameiurus natalis","Yellow Bullhead"
4821,"Ameiurus natalis","Yellow Bullhead"
5134,"Ameiurus natalis","Yellow Bullhead"
5476,"Ameiurus natalis","Yellow Bullhead"
6431,"Ameiurus natalis","Yellow Bullhead"
4189,"Ameiurus natalis","Yellow Bullhead"
4190,"Ameiurus natalis","Yellow Bullhead"
4191,"Ameiurus natalis","Yellow Bullhead"
4192,"Ameiurus natalis","Yellow Bullhead"
4193,"Ameiurus natalis","Yellow Bullhead"
4194,"Ameiurus natalis","Yellow Bullhead"
4195,"Ameiurus natalis","Yellow Bullhead"
4196,"Ameiurus natalis","Yellow Bullhead"
4197,"Ameiurus natalis","Yellow Bullhead"
4188,"Ameiurus natalis","Yellow Bullhead"
4198,"Ameiurus natalis","Yellow Bullhead"
4393,"Ameiurus natalis","Yellow Bullhead"
5449,"Ameiurus natalis","Yellow Bullhead"
656,"Ameiurus natalis","Yellow Bullhead"
1220,"Ameiurus natalis","Yellow Bullhead"
2257,"Ameiurus natalis","Yellow Bullhead"
2640,"Ameiurus natalis","Yellow Bullhead"
6164,"Ameiurus natalis","Yellow Bullhead"
6005,"Ameiurus natalis","Yellow Bullhead"
1111,"Ameiurus natalis","Yellow Bullhead"
1528,"Ameiurus natalis","Yellow Bullhead"
2949,"Ameiurus natalis","Yellow Bullhead"
4945,"Ameiurus natalis","Yellow Bullhead"
6865,"Ameiurus natalis","Yellow Bullhead"
2635,"Ameiurus natalis","Yellow Bullhead"
242,"Ameiurus natalis","Yellow Bullhead"
6116,"Ameiurus natalis","Yellow Bullhead"
232,"Ameiurus natalis","Yellow Bullhead"
1893,"Ameiurus natalis","Yellow Bullhead"
2836,"Ameiurus natalis","Yellow Bullhead"
5351,"Ameiurus natalis","Yellow Bullhead"
688,"Ameiurus natalis","Yellow Bullhead"
6154,"Ameiurus natalis","Yellow Bullhead"
917,"Ameiurus natalis","Yellow Bullhead"
4699,"Ameiurus natalis","Yellow Bullhead"
5744,"Ameiurus natalis","Yellow Bullhead"
478,"Ameiurus natalis","Yellow Bullhead"
2172,"Ameiurus natalis","Yellow Bullhead"
5847,"Ameiurus natalis","Yellow Bullhead"
686,"Ameiurus natalis","Yellow Bullhead"
5926,"Ameiurus natalis","Yellow Bullhead"
929,"Ameiurus natalis","Yellow Bullhead"
882,"Ameiurus natalis","Yellow Bullhead"
3409,"Ameiurus natalis","Yellow Bullhead"
2249,"Ameiurus natalis","Yellow Bullhead"
2082,"Ameiurus natalis","Yellow Bullhead"
1068,"Ameiurus natalis","Yellow Bullhead"
5804,"Ameiurus natalis","Yellow Bullhead"
2091,"Ameiurus natalis","Yellow Bullhead"
6960,"Ameiurus natalis","Yellow Bullhead"
2067,"Ameiurus natalis","Yellow Bullhead"
5524,"Ameiurus natalis","Yellow Bullhead"
5258,"Ameiurus natalis","Yellow Bullhead"
505,"Ameiurus natalis","Yellow Bullhead"
5039,"Ameiurus natalis","Yellow Bullhead"
6892,"Ameiurus natalis","Yellow Bullhead"
1242,"Ameiurus natalis","Yellow Bullhead"
807,"Ameiurus natalis","Yellow Bullhead"
808,"Ameiurus natalis","Yellow Bullhead"
809,"Ameiurus natalis","Yellow Bullhead"
811,"Ameiurus natalis","Yellow Bullhead"
863,"Ameiurus natalis","Yellow Bullhead"
2791,"Ameiurus natalis","Yellow Bullhead"
2004,"Ameiurus natalis","Yellow Bullhead"
6165,"Ameiurus natalis","Yellow Bullhead"
6983,"Ameiurus natalis","Yellow Bullhead"
587,"Ameiurus natalis","Yellow Bullhead"
7186,"Ameiurus natalis","Yellow Bullhead"
6459,"Ameiurus natalis","Yellow Bullhead"
5376,"Ameiurus natalis","Yellow Bullhead"
1473,"Ameiurus natalis","Yellow Bullhead"
722,"Ameiurus natalis","Yellow Bullhead"
3167,"Ameiurus natalis","Yellow Bullhead"
6243,"Ameiurus natalis","Yellow Bullhead"
5518,"Ameiurus natalis","Yellow Bullhead"
6671,"Ameiurus natalis","Yellow Bullhead"
4559,"Ameiurus natalis","Yellow Bullhead"
641,"Ameiurus natalis","Yellow Bullhead"
642,"Ameiurus natalis","Yellow Bullhead"
891,"Ameiurus natalis","Yellow Bullhead"
7284,"Ameiurus natalis","Yellow Bullhead"
643,"Ameiurus natalis","Yellow Bullhead"
2433,"Ameiurus natalis","Yellow Bullhead"
2083,"Ameiurus natalis","Yellow Bullhead"
5199,"Ameiurus natalis","Yellow Bullhead"
6491,"Ameiurus natalis","Yellow Bullhead"
5037,"Ameiurus natalis","Yellow Bullhead"
6781,"Ameiurus natalis","Yellow Bullhead"
309,"Ameiurus natalis","Yellow Bullhead"
5453,"Ameiurus natalis","Yellow Bullhead"
5309,"Ameiurus natalis","Yellow Bullhead"
6111,"Ameiurus natalis","Yellow Bullhead"
509,"Ameiurus natalis","Yellow Bullhead"
6382,"Ameiurus natalis","Yellow Bullhead"
6656,"Ameiurus natalis","Yellow Bullhead"
1724,"Ameiurus natalis","Yellow Bullhead"
6063,"Ameiurus natalis","Yellow Bullhead"
6615,"Ameiurus natalis","Yellow Bullhead"
2843,"Ameiurus natalis","Yellow Bullhead"
613,"Ameiurus natalis","Yellow Bullhead"
4344,"Ameiurus natalis","Yellow Bullhead"
7191,"Ameiurus natalis","Yellow Bullhead"
6497,"Ameiurus natalis","Yellow Bullhead"
5452,"Ameiurus natalis","Yellow Bullhead"
1204,"Ameiurus natalis","Yellow Bullhead"
2219,"Ameiurus natalis","Yellow Bullhead"
5567,"Ameiurus natalis","Yellow Bullhead"
765,"Ameiurus natalis","Yellow Bullhead"
5067,"Ameiurus natalis","Yellow Bullhead"
6822,"Ameiurus natalis","Yellow Bullhead"
2789,"Ameiurus natalis","Yellow Bullhead"
5700,"Ameiurus natalis","Yellow Bullhead"
990,"Ameiurus natalis","Yellow Bullhead"
1089,"Ameiurus natalis","Yellow Bullhead"
300,"Ameiurus natalis","Yellow Bullhead"
316,"Ameiurus natalis","Yellow Bullhead"
4735,"Ameiurus natalis","Yellow Bullhead"
385,"Ameiurus natalis","Yellow Bullhead"
4734,"Ameiurus natalis","Yellow Bullhead"
387,"Ameiurus natalis","Yellow Bullhead"
412,"Ameiurus natalis","Yellow Bullhead"
413,"Ameiurus natalis","Yellow Bullhead"
6578,"Ameiurus natalis","Yellow Bullhead"
2164,"Ameiurus natalis","Yellow Bullhead"
2872,"Ameiurus natalis","Yellow Bullhead"
4798,"Ameiurus natalis","Yellow Bullhead"
5747,"Ameiurus natalis","Yellow Bullhead"
3564,"Ameiurus natalis","Yellow Bullhead"
2877,"Ameiurus natalis","Yellow Bullhead"
5891,"Ameiurus natalis","Yellow Bullhead"
6092,"Ameiurus natalis","Yellow Bullhead"
6665,"Ameiurus natalis","Yellow Bullhead"
263,"Ameiurus natalis","Yellow Bullhead"
483,"Ameiurus natalis","Yellow Bullhead"
252,"Ameiurus natalis","Yellow Bullhead"
6800,"Ameiurus natalis","Yellow Bullhead"
3150,"Ameiurus natalis","Yellow Bullhead"
1221,"Ameiurus natalis","Yellow Bullhead"
6283,"Ameiurus natalis","Yellow Bullhead"
1855,"Ameiurus natalis","Yellow Bullhead"
1144,"Ameiurus natalis","Yellow Bullhead"
3254,"Ameiurus natalis","Yellow Bullhead"
6213,"Ameiurus natalis","Yellow Bullhead"
6167,"Ameiurus natalis","Yellow Bullhead"
6527,"Ameiurus natalis","Yellow Bullhead"
6629,"Ameiurus natalis","Yellow Bullhead"
4620,"Ameiurus natalis","Yellow Bullhead"
6345,"Ameiurus natalis","Yellow Bullhead"
5899,"Ameiurus natalis","Yellow Bullhead"
874,"Ameiurus natalis","Yellow Bullhead"
128,"Ameiurus natalis","Yellow Bullhead"
6809,"Ameiurus natalis","Yellow Bullhead"
3574,"Ameiurus natalis","Yellow Bullhead"
5691,"Ameiurus natalis","Yellow Bullhead"
2846,"Ameiurus natalis","Yellow Bullhead"
3094,"Ameiurus natalis","Yellow Bullhead"
321,"Ameiurus natalis","Yellow Bullhead"
675,"Ameiurus natalis","Yellow Bullhead"
4312,"Ameiurus natalis","Yellow Bullhead"
4879,"Ameiurus natalis","Yellow Bullhead"
2716,"Ameiurus natalis","Yellow Bullhead"
3078,"Ameiurus natalis","Yellow Bullhead"
3639,"Ameiurus natalis","Yellow Bullhead"
5475,"Ameiurus natalis","Yellow Bullhead"
3504,"Ameiurus natalis","Yellow Bullhead"
4610,"Ameiurus natalis","Yellow Bullhead"
5005,"Ameiurus natalis","Yellow Bullhead"
5008,"Ameiurus natalis","Yellow Bullhead"
5065,"Ameiurus natalis","Yellow Bullhead"
5088,"Ameiurus natalis","Yellow Bullhead"
4997,"Ameiurus natalis","Yellow Bullhead"
3598,"Ameiurus natalis","Yellow Bullhead"
5063,"Ameiurus natalis","Yellow Bullhead"
3487,"Ameiurus natalis","Yellow Bullhead"
6701,"Ameiurus natalis","Yellow Bullhead"
379,"Ameiurus natalis","Yellow Bullhead"
6190,"Ameiurus natalis","Yellow Bullhead"
5023,"Ameiurus natalis","Yellow Bullhead"
3207,"Ameiurus natalis","Yellow Bullhead"
876,"Ameiurus natalis","Yellow Bullhead"
2107,"Ameiurus natalis","Yellow Bullhead"
3496,"Ameiurus natalis","Yellow Bullhead"
5746,"Ameiurus natalis","Yellow Bullhead"
4380,"Ameiurus natalis","Yellow Bullhead"
5665,"Ameiurus natalis","Yellow Bullhead"
6719,"Ameiurus natalis","Yellow Bullhead"
6460,"Ameiurus natalis","Yellow Bullhead"
775,"Ameiurus natalis","Yellow Bullhead"
2243,"Ameiurus natalis","Yellow Bullhead"
272,"Ameiurus natalis","Yellow Bullhead"
2266,"Ameiurus natalis","Yellow Bullhead"
644,"Ameiurus natalis","Yellow Bullhead"
5461,"Ameiurus natalis","Yellow Bullhead"
7157,"Ameiurus natalis","Yellow Bullhead"
268,"Ameiurus natalis","Yellow Bullhead"
267,"Ameiurus natalis","Yellow Bullhead"
5074,"Ameiurus natalis","Yellow Bullhead"
6253,"Ameiurus natalis","Yellow Bullhead"
6774,"Ameiurus natalis","Yellow Bullhead"
5965,"Ameiurus natalis","Yellow Bullhead"
4988,"Ameiurus natalis","Yellow Bullhead"
5016,"Ameiurus natalis","Yellow Bullhead"
4721,"Ameiurus natalis","Yellow Bullhead"
5201,"Ameiurus natalis","Yellow Bullhead"
4989,"Ameiurus natalis","Yellow Bullhead"
6725,"Ameiurus natalis","Yellow Bullhead"
5530,"Ameiurus natalis","Yellow Bullhead"
4977,"Ameiurus natalis","Yellow Bullhead"
5529,"Ameiurus natalis","Yellow Bullhead"
7305,"Ameiurus natalis","Yellow Bullhead"
6396,"Ameiurus natalis","Yellow Bullhead"
5280,"Ameiurus natalis","Yellow Bullhead"
5478,"Ameiurus natalis","Yellow Bullhead"
5652,"Ameiurus natalis","Yellow Bullhead"
5966,"Ameiurus natalis","Yellow Bullhead"
5113,"Ameiurus natalis","Yellow Bullhead"
4858,"Ameiurus natalis","Yellow Bullhead"
7271,"Ameiurus natalis","Yellow Bullhead"
5728,"Ameiurus natalis","Yellow Bullhead"
3621,"Ameiurus natalis","Yellow Bullhead"
3612,"Ameiurus natalis","Yellow Bullhead"
5841,"Ameiurus natalis","Yellow Bullhead"
4692,"Ameiurus natalis","Yellow Bullhead"
3151,"Ameiurus natalis","Yellow Bullhead"
3622,"Ameiurus natalis","Yellow Bullhead"
3603,"Ameiurus natalis","Yellow Bullhead"
4865,"Ameiurus natalis","Yellow Bullhead"
3617,"Ameiurus natalis","Yellow Bullhead"
3614,"Ameiurus natalis","Yellow Bullhead"
4915,"Ameiurus natalis","Yellow Bullhead"
3591,"Ameiurus natalis","Yellow Bullhead"
3615,"Ameiurus natalis","Yellow Bullhead"
3215,"Ameiurus natalis","Yellow Bullhead"
3623,"Ameiurus natalis","Yellow Bullhead"
3601,"Ameiurus natalis","Yellow Bullhead"
3624,"Ameiurus natalis","Yellow Bullhead"
5801,"Ameiurus natalis","Yellow Bullhead"
4962,"Ameiurus natalis","Yellow Bullhead"
3599,"Ameiurus natalis","Yellow Bullhead"
3590,"Ameiurus natalis","Yellow Bullhead"
5068,"Ameiurus natalis","Yellow Bullhead"
3602,"Ameiurus natalis","Yellow Bullhead"
3616,"Ameiurus natalis","Yellow Bullhead"
3625,"Ameiurus natalis","Yellow Bullhead"
3604,"Ameiurus natalis","Yellow Bullhead"
5075,"Ameiurus natalis","Yellow Bullhead"
3600,"Ameiurus natalis","Yellow Bullhead"
6066,"Ameiurus natalis","Yellow Bullhead"
6433,"Ameiurus natalis","Yellow Bullhead"
6742,"Ameiurus natalis","Yellow Bullhead"
7187,"Ameiurus natalis","Yellow Bullhead"
4285,"Ameiurus natalis","Yellow Bullhead"
5533,"Ameiurus natalis","Yellow Bullhead"
5033,"Ameiurus natalis","Yellow Bullhead"
5651,"Ameiurus natalis","Yellow Bullhead"
5498,"Ameiurus natalis","Yellow Bullhead"
4921,"Ameiurus natalis","Yellow Bullhead"
