"bank_id","species","common_name"
1986,"Lepomis macrochirus","Bluegill"
3572,"Lepomis macrochirus","Bluegill"
1852,"Lepomis macrochirus","Bluegill"
7314,"Lepomis macrochirus","Bluegill"
5432,"Lepomis macrochirus","Bluegill"
5509,"Lepomis macrochirus","Bluegill"
5510,"Lepomis macrochirus","Bluegill"
5513,"Lepomis macrochirus","Bluegill"
5656,"Lepomis macrochirus","Bluegill"
322,"Lepomis macrochirus","Bluegill"
335,"Lepomis macrochirus","Bluegill"
6131,"Lepomis macrochirus","Bluegill"
6127,"Lepomis macrochirus","Bluegill"
5574,"Lepomis macrochirus","Bluegill"
4949,"Lepomis macrochirus","Bluegill"
3162,"Lepomis macrochirus","Bluegill"
905,"Lepomis macrochirus","Bluegill"
235,"Lepomis macrochirus","Bluegill"
230,"Lepomis macrochirus","Bluegill"
6341,"Lepomis macrochirus","Bluegill"
456,"Lepomis macrochirus","Bluegill"
428,"Lepomis macrochirus","Bluegill"
4448,"Lepomis macrochirus","Bluegill"
5448,"Lepomis macrochirus","Bluegill"
4338,"Lepomis macrochirus","Bluegill"
6160,"Lepomis macrochirus","Bluegill"
2596,"Lepomis macrochirus","Bluegill"
2889,"Lepomis macrochirus","Bluegill"
5853,"Lepomis macrochirus","Bluegill"
6849,"Lepomis macrochirus","Bluegill"
6584,"Lepomis macrochirus","Bluegill"
6622,"Lepomis macrochirus","Bluegill"
5890,"Lepomis macrochirus","Bluegill"
5609,"Lepomis macrochirus","Bluegill"
5267,"Lepomis macrochirus","Bluegill"
1129,"Lepomis macrochirus","Bluegill"
1133,"Lepomis macrochirus","Bluegill"
4603,"Lepomis macrochirus","Bluegill"
3466,"Lepomis macrochirus","Bluegill"
515,"Lepomis macrochirus","Bluegill"
5049,"Lepomis macrochirus","Bluegill"
800,"Lepomis macrochirus","Bluegill"
813,"Lepomis macrochirus","Bluegill"
2098,"Lepomis macrochirus","Bluegill"
6535,"Lepomis macrochirus","Bluegill"
2106,"Lepomis macrochirus","Bluegill"
6482,"Lepomis macrochirus","Bluegill"
3430,"Lepomis macrochirus","Bluegill"
2159,"Lepomis macrochirus","Bluegill"
3543,"Lepomis macrochirus","Bluegill"
6860,"Lepomis macrochirus","Bluegill"
2452,"Lepomis macrochirus","Bluegill"
2850,"Lepomis macrochirus","Bluegill"
1470,"Lepomis macrochirus","Bluegill"
2987,"Lepomis macrochirus","Bluegill"
3488,"Lepomis macrochirus","Bluegill"
1853,"Lepomis macrochirus","Bluegill"
2450,"Lepomis macrochirus","Bluegill"
6375,"Lepomis macrochirus","Bluegill"
6288,"Lepomis macrochirus","Bluegill"
1091,"Lepomis macrochirus","Bluegill"
5505,"Lepomis macrochirus","Bluegill"
1117,"Lepomis macrochirus","Bluegill"
249,"Lepomis macrochirus","Bluegill"
1076,"Lepomis macrochirus","Bluegill"
5724,"Lepomis macrochirus","Bluegill"
6248,"Lepomis macrochirus","Bluegill"
507,"Lepomis macrochirus","Bluegill"
1002,"Lepomis macrochirus","Bluegill"
1003,"Lepomis macrochirus","Bluegill"
2646,"Lepomis macrochirus","Bluegill"
1007,"Lepomis macrochirus","Bluegill"
860,"Lepomis macrochirus","Bluegill"
873,"Lepomis macrochirus","Bluegill"
885,"Lepomis macrochirus","Bluegill"
5081,"Lepomis macrochirus","Bluegill"
6580,"Lepomis macrochirus","Bluegill"
5817,"Lepomis macrochirus","Bluegill"
109,"Lepomis macrochirus","Bluegill"
6187,"Lepomis macrochirus","Bluegill"
3289,"Lepomis macrochirus","Bluegill"
5191,"Lepomis macrochirus","Bluegill"
333,"Lepomis macrochirus","Bluegill"
2615,"Lepomis macrochirus","Bluegill"
6675,"Lepomis macrochirus","Bluegill"
2171,"Lepomis macrochirus","Bluegill"
5987,"Lepomis macrochirus","Bluegill"
6269,"Lepomis macrochirus","Bluegill"
1074,"Lepomis macrochirus","Bluegill"
6616,"Lepomis macrochirus","Bluegill"
107,"Lepomis macrochirus","Bluegill"
4272,"Lepomis macrochirus","Bluegill"
5248,"Lepomis macrochirus","Bluegill"
5572,"Lepomis macrochirus","Bluegill"
708,"Lepomis macrochirus","Bluegill"
1147,"Lepomis macrochirus","Bluegill"
2663,"Lepomis macrochirus","Bluegill"
2247,"Lepomis macrochirus","Bluegill"
2341,"Lepomis macrochirus","Bluegill"
5827,"Lepomis macrochirus","Bluegill"
1868,"Lepomis macrochirus","Bluegill"
5479,"Lepomis macrochirus","Bluegill"
5410,"Lepomis macrochirus","Bluegill"
5014,"Lepomis macrochirus","Bluegill"
3282,"Lepomis macrochirus","Bluegill"
7281,"Lepomis macrochirus","Bluegill"
718,"Lepomis macrochirus","Bluegill"
3045,"Lepomis macrochirus","Bluegill"
2104,"Lepomis macrochirus","Bluegill"
1243,"Lepomis macrochirus","Bluegill"
1086,"Lepomis macrochirus","Bluegill"
2063,"Lepomis macrochirus","Bluegill"
312,"Lepomis macrochirus","Bluegill"
130,"Lepomis macrochirus","Bluegill"
4866,"Lepomis macrochirus","Bluegill"
2830,"Lepomis macrochirus","Bluegill"
5589,"Lepomis macrochirus","Bluegill"
6702,"Lepomis macrochirus","Bluegill"
3049,"Lepomis macrochirus","Bluegill"
3511,"Lepomis macrochirus","Bluegill"
4295,"Lepomis macrochirus","Bluegill"
3050,"Lepomis macrochirus","Bluegill"
766,"Lepomis macrochirus","Bluegill"
767,"Lepomis macrochirus","Bluegill"
4855,"Lepomis macrochirus","Bluegill"
7112,"Lepomis macrochirus","Bluegill"
1360,"Lepomis macrochirus","Bluegill"
1911,"Lepomis macrochirus","Bluegill"
3205,"Lepomis macrochirus","Bluegill"
1593,"Lepomis macrochirus","Bluegill"
1733,"Lepomis macrochirus","Bluegill"
1877,"Lepomis macrochirus","Bluegill"
2002,"Lepomis macrochirus","Bluegill"
6015,"Lepomis macrochirus","Bluegill"
7044,"Lepomis macrochirus","Bluegill"
7045,"Lepomis macrochirus","Bluegill"
6588,"Lepomis macrochirus","Bluegill"
2815,"Lepomis macrochirus","Bluegill"
5996,"Lepomis macrochirus","Bluegill"
5734,"Lepomis macrochirus","Bluegill"
6753,"Lepomis macrochirus","Bluegill"
6530,"Lepomis macrochirus","Bluegill"
1363,"Lepomis macrochirus","Bluegill"
1521,"Lepomis macrochirus","Bluegill"
1594,"Lepomis macrochirus","Bluegill"
2201,"Lepomis macrochirus","Bluegill"
1596,"Lepomis macrochirus","Bluegill"
2069,"Lepomis macrochirus","Bluegill"
2412,"Lepomis macrochirus","Bluegill"
2413,"Lepomis macrochirus","Bluegill"
2331,"Lepomis macrochirus","Bluegill"
2807,"Lepomis macrochirus","Bluegill"
4872,"Lepomis macrochirus","Bluegill"
5146,"Lepomis macrochirus","Bluegill"
6311,"Lepomis macrochirus","Bluegill"
4274,"Lepomis macrochirus","Bluegill"
7160,"Lepomis macrochirus","Bluegill"
6035,"Lepomis macrochirus","Bluegill"
3200,"Lepomis macrochirus","Bluegill"
4291,"Lepomis macrochirus","Bluegill"
3479,"Lepomis macrochirus","Bluegill"
6026,"Lepomis macrochirus","Bluegill"
3146,"Lepomis macrochirus","Bluegill"
5526,"Lepomis macrochirus","Bluegill"
2152,"Lepomis macrochirus","Bluegill"
1493,"Lepomis macrochirus","Bluegill"
3040,"Lepomis macrochirus","Bluegill"
1490,"Lepomis macrochirus","Bluegill"
1771,"Lepomis macrochirus","Bluegill"
6420,"Lepomis macrochirus","Bluegill"
7013,"Lepomis macrochirus","Bluegill"
1601,"Lepomis macrochirus","Bluegill"
1811,"Lepomis macrochirus","Bluegill"
6257,"Lepomis macrochirus","Bluegill"
7148,"Lepomis macrochirus","Bluegill"
5655,"Lepomis macrochirus","Bluegill"
6102,"Lepomis macrochirus","Bluegill"
5254,"Lepomis macrochirus","Bluegill"
1978,"Lepomis macrochirus","Bluegill"
5255,"Lepomis macrochirus","Bluegill"
5413,"Lepomis macrochirus","Bluegill"
6369,"Lepomis macrochirus","Bluegill"
5716,"Lepomis macrochirus","Bluegill"
2013,"Lepomis macrochirus","Bluegill"
1370,"Lepomis macrochirus","Bluegill"
1606,"Lepomis macrochirus","Bluegill"
1603,"Lepomis macrochirus","Bluegill"
1604,"Lepomis macrochirus","Bluegill"
4729,"Lepomis macrochirus","Bluegill"
1605,"Lepomis macrochirus","Bluegill"
4927,"Lepomis macrochirus","Bluegill"
1607,"Lepomis macrochirus","Bluegill"
1608,"Lepomis macrochirus","Bluegill"
4325,"Lepomis macrochirus","Bluegill"
4570,"Lepomis macrochirus","Bluegill"
5104,"Lepomis macrochirus","Bluegill"
6838,"Lepomis macrochirus","Bluegill"
5437,"Lepomis macrochirus","Bluegill"
5634,"Lepomis macrochirus","Bluegill"
3371,"Lepomis macrochirus","Bluegill"
1371,"Lepomis macrochirus","Bluegill"
1372,"Lepomis macrochirus","Bluegill"
4336,"Lepomis macrochirus","Bluegill"
5818,"Lepomis macrochirus","Bluegill"
4755,"Lepomis macrochirus","Bluegill"
5717,"Lepomis macrochirus","Bluegill"
7283,"Lepomis macrochirus","Bluegill"
1513,"Lepomis macrochirus","Bluegill"
1373,"Lepomis macrochirus","Bluegill"
1512,"Lepomis macrochirus","Bluegill"
1501,"Lepomis macrochirus","Bluegill"
1585,"Lepomis macrochirus","Bluegill"
6153,"Lepomis macrochirus","Bluegill"
7184,"Lepomis macrochirus","Bluegill"
1375,"Lepomis macrochirus","Bluegill"
1611,"Lepomis macrochirus","Bluegill"
1612,"Lepomis macrochirus","Bluegill"
2252,"Lepomis macrochirus","Bluegill"
1615,"Lepomis macrochirus","Bluegill"
5972,"Lepomis macrochirus","Bluegill"
6161,"Lepomis macrochirus","Bluegill"
6320,"Lepomis macrochirus","Bluegill"
7129,"Lepomis macrochirus","Bluegill"
1618,"Lepomis macrochirus","Bluegill"
1617,"Lepomis macrochirus","Bluegill"
1616,"Lepomis macrochirus","Bluegill"
3041,"Lepomis macrochirus","Bluegill"
4568,"Lepomis macrochirus","Bluegill"
3149,"Lepomis macrochirus","Bluegill"
1498,"Lepomis macrochirus","Bluegill"
1377,"Lepomis macrochirus","Bluegill"
1822,"Lepomis macrochirus","Bluegill"
1823,"Lepomis macrochirus","Bluegill"
1619,"Lepomis macrochirus","Bluegill"
7047,"Lepomis macrochirus","Bluegill"
3626,"Lepomis macrochirus","Bluegill"
1825,"Lepomis macrochirus","Bluegill"
1378,"Lepomis macrochirus","Bluegill"
1379,"Lepomis macrochirus","Bluegill"
1306,"Lepomis macrochirus","Bluegill"
5745,"Lepomis macrochirus","Bluegill"
4814,"Lepomis macrochirus","Bluegill"
3417,"Lepomis macrochirus","Bluegill"
1620,"Lepomis macrochirus","Bluegill"
5290,"Lepomis macrochirus","Bluegill"
4638,"Lepomis macrochirus","Bluegill"
2840,"Lepomis macrochirus","Bluegill"
1380,"Lepomis macrochirus","Bluegill"
1826,"Lepomis macrochirus","Bluegill"
2548,"Lepomis macrochirus","Bluegill"
1623,"Lepomis macrochirus","Bluegill"
1624,"Lepomis macrochirus","Bluegill"
1381,"Lepomis macrochirus","Bluegill"
1625,"Lepomis macrochirus","Bluegill"
6686,"Lepomis macrochirus","Bluegill"
6747,"Lepomis macrochirus","Bluegill"
6744,"Lepomis macrochirus","Bluegill"
4213,"Lepomis macrochirus","Bluegill"
5948,"Lepomis macrochirus","Bluegill"
1627,"Lepomis macrochirus","Bluegill"
1979,"Lepomis macrochirus","Bluegill"
1503,"Lepomis macrochirus","Bluegill"
1631,"Lepomis macrochirus","Bluegill"
1630,"Lepomis macrochirus","Bluegill"
1502,"Lepomis macrochirus","Bluegill"
1897,"Lepomis macrochirus","Bluegill"
1506,"Lepomis macrochirus","Bluegill"
1629,"Lepomis macrochirus","Bluegill"
1505,"Lepomis macrochirus","Bluegill"
3090,"Lepomis macrochirus","Bluegill"
1107,"Lepomis macrochirus","Bluegill"
2255,"Lepomis macrochirus","Bluegill"
2001,"Lepomis macrochirus","Bluegill"
2256,"Lepomis macrochirus","Bluegill"
2357,"Lepomis macrochirus","Bluegill"
5532,"Lepomis macrochirus","Bluegill"
3087,"Lepomis macrochirus","Bluegill"
6935,"Lepomis macrochirus","Bluegill"
3451,"Lepomis macrochirus","Bluegill"
3464,"Lepomis macrochirus","Bluegill"
5970,"Lepomis macrochirus","Bluegill"
6954,"Lepomis macrochirus","Bluegill"
2669,"Lepomis macrochirus","Bluegill"
7240,"Lepomis macrochirus","Bluegill"
1522,"Lepomis macrochirus","Bluegill"
1172,"Lepomis macrochirus","Bluegill"
3565,"Lepomis macrochirus","Bluegill"
7011,"Lepomis macrochirus","Bluegill"
2203,"Lepomis macrochirus","Bluegill"
1170,"Lepomis macrochirus","Bluegill"
1742,"Lepomis macrochirus","Bluegill"
4322,"Lepomis macrochirus","Bluegill"
1809,"Lepomis macrochirus","Bluegill"
1806,"Lepomis macrochirus","Bluegill"
2844,"Lepomis macrochirus","Bluegill"
6476,"Lepomis macrochirus","Bluegill"
5953,"Lepomis macrochirus","Bluegill"
1632,"Lepomis macrochirus","Bluegill"
1956,"Lepomis macrochirus","Bluegill"
1786,"Lepomis macrochirus","Bluegill"
1174,"Lepomis macrochirus","Bluegill"
2900,"Lepomis macrochirus","Bluegill"
3144,"Lepomis macrochirus","Bluegill"
6004,"Lepomis macrochirus","Bluegill"
5699,"Lepomis macrochirus","Bluegill"
1636,"Lepomis macrochirus","Bluegill"
3199,"Lepomis macrochirus","Bluegill"
2908,"Lepomis macrochirus","Bluegill"
3428,"Lepomis macrochirus","Bluegill"
1310,"Lepomis macrochirus","Bluegill"
1641,"Lepomis macrochirus","Bluegill"
5718,"Lepomis macrochirus","Bluegill"
7150,"Lepomis macrochirus","Bluegill"
5515,"Lepomis macrochirus","Bluegill"
5920,"Lepomis macrochirus","Bluegill"
6002,"Lepomis macrochirus","Bluegill"
6877,"Lepomis macrochirus","Bluegill"
4986,"Lepomis macrochirus","Bluegill"
1643,"Lepomis macrochirus","Bluegill"
4562,"Lepomis macrochirus","Bluegill"
5444,"Lepomis macrochirus","Bluegill"
3026,"Lepomis macrochirus","Bluegill"
6467,"Lepomis macrochirus","Bluegill"
7207,"Lepomis macrochirus","Bluegill"
1386,"Lepomis macrochirus","Bluegill"
1644,"Lepomis macrochirus","Bluegill"
1645,"Lepomis macrochirus","Bluegill"
3017,"Lepomis macrochirus","Bluegill"
1796,"Lepomis macrochirus","Bluegill"
5613,"Lepomis macrochirus","Bluegill"
1387,"Lepomis macrochirus","Bluegill"
1647,"Lepomis macrochirus","Bluegill"
1787,"Lepomis macrochirus","Bluegill"
3650,"Lepomis macrochirus","Bluegill"
5548,"Lepomis macrochirus","Bluegill"
3182,"Lepomis macrochirus","Bluegill"
4890,"Lepomis macrochirus","Bluegill"
6148,"Lepomis macrochirus","Bluegill"
1648,"Lepomis macrochirus","Bluegill"
3462,"Lepomis macrochirus","Bluegill"
5649,"Lepomis macrochirus","Bluegill"
5896,"Lepomis macrochirus","Bluegill"
3429,"Lepomis macrochirus","Bluegill"
3478,"Lepomis macrochirus","Bluegill"
1388,"Lepomis macrochirus","Bluegill"
1838,"Lepomis macrochirus","Bluegill"
3136,"Lepomis macrochirus","Bluegill"
3301,"Lepomis macrochirus","Bluegill"
3299,"Lepomis macrochirus","Bluegill"
3300,"Lepomis macrochirus","Bluegill"
5525,"Lepomis macrochirus","Bluegill"
4909,"Lepomis macrochirus","Bluegill"
4561,"Lepomis macrochirus","Bluegill"
5921,"Lepomis macrochirus","Bluegill"
6198,"Lepomis macrochirus","Bluegill"
4387,"Lepomis macrochirus","Bluegill"
1525,"Lepomis macrochirus","Bluegill"
2717,"Lepomis macrochirus","Bluegill"
2943,"Lepomis macrochirus","Bluegill"
3467,"Lepomis macrochirus","Bluegill"
3474,"Lepomis macrochirus","Bluegill"
3502,"Lepomis macrochirus","Bluegill"
1390,"Lepomis macrochirus","Bluegill"
1391,"Lepomis macrochirus","Bluegill"
1392,"Lepomis macrochirus","Bluegill"
1393,"Lepomis macrochirus","Bluegill"
1917,"Lepomis macrochirus","Bluegill"
2253,"Lepomis macrochirus","Bluegill"
6405,"Lepomis macrochirus","Bluegill"
6950,"Lepomis macrochirus","Bluegill"
6996,"Lepomis macrochirus","Bluegill"
6029,"Lepomis macrochirus","Bluegill"
6843,"Lepomis macrochirus","Bluegill"
5901,"Lepomis macrochirus","Bluegill"
1396,"Lepomis macrochirus","Bluegill"
2547,"Lepomis macrochirus","Bluegill"
5427,"Lepomis macrochirus","Bluegill"
7313,"Lepomis macrochirus","Bluegill"
1523,"Lepomis macrochirus","Bluegill"
1397,"Lepomis macrochirus","Bluegill"
1398,"Lepomis macrochirus","Bluegill"
1654,"Lepomis macrochirus","Bluegill"
4871,"Lepomis macrochirus","Bluegill"
1495,"Lepomis macrochirus","Bluegill"
6157,"Lepomis macrochirus","Bluegill"
7226,"Lepomis macrochirus","Bluegill"
1974,"Lepomis macrochirus","Bluegill"
1402,"Lepomis macrochirus","Bluegill"
1403,"Lepomis macrochirus","Bluegill"
1664,"Lepomis macrochirus","Bluegill"
1655,"Lepomis macrochirus","Bluegill"
1657,"Lepomis macrochirus","Bluegill"
1656,"Lepomis macrochirus","Bluegill"
1524,"Lepomis macrochirus","Bluegill"
1658,"Lepomis macrochirus","Bluegill"
1659,"Lepomis macrochirus","Bluegill"
5760,"Lepomis macrochirus","Bluegill"
4730,"Lepomis macrochirus","Bluegill"
5084,"Lepomis macrochirus","Bluegill"
3532,"Lepomis macrochirus","Bluegill"
5640,"Lepomis macrochirus","Bluegill"
7307,"Lepomis macrochirus","Bluegill"
1662,"Lepomis macrochirus","Bluegill"
1663,"Lepomis macrochirus","Bluegill"
5697,"Lepomis macrochirus","Bluegill"
5832,"Lepomis macrochirus","Bluegill"
5894,"Lepomis macrochirus","Bluegill"
4918,"Lepomis macrochirus","Bluegill"
3501,"Lepomis macrochirus","Bluegill"
3500,"Lepomis macrochirus","Bluegill"
2668,"Lepomis macrochirus","Bluegill"
1358,"Lepomis macrochirus","Bluegill"
1921,"Lepomis macrochirus","Bluegill"
1667,"Lepomis macrochirus","Bluegill"
2490,"Lepomis macrochirus","Bluegill"
6635,"Lepomis macrochirus","Bluegill"
2674,"Lepomis macrochirus","Bluegill"
5339,"Lepomis macrochirus","Bluegill"
4710,"Lepomis macrochirus","Bluegill"
5755,"Lepomis macrochirus","Bluegill"
1691,"Lepomis macrochirus","Bluegill"
1924,"Lepomis macrochirus","Bluegill"
1922,"Lepomis macrochirus","Bluegill"
1404,"Lepomis macrochirus","Bluegill"
1405,"Lepomis macrochirus","Bluegill"
1406,"Lepomis macrochirus","Bluegill"
1692,"Lepomis macrochirus","Bluegill"
1690,"Lepomis macrochirus","Bluegill"
1695,"Lepomis macrochirus","Bluegill"
1693,"Lepomis macrochirus","Bluegill"
1694,"Lepomis macrochirus","Bluegill"
2016,"Lepomis macrochirus","Bluegill"
2343,"Lepomis macrochirus","Bluegill"
1784,"Lepomis macrochirus","Bluegill"
5098,"Lepomis macrochirus","Bluegill"
5749,"Lepomis macrochirus","Bluegill"
5457,"Lepomis macrochirus","Bluegill"
5945,"Lepomis macrochirus","Bluegill"
2824,"Lepomis macrochirus","Bluegill"
1318,"Lepomis macrochirus","Bluegill"
5022,"Lepomis macrochirus","Bluegill"
5799,"Lepomis macrochirus","Bluegill"
2480,"Lepomis macrochirus","Bluegill"
2793,"Lepomis macrochirus","Bluegill"
2792,"Lepomis macrochirus","Bluegill"
3313,"Lepomis macrochirus","Bluegill"
3516,"Lepomis macrochirus","Bluegill"
3492,"Lepomis macrochirus","Bluegill"
2670,"Lepomis macrochirus","Bluegill"
1407,"Lepomis macrochirus","Bluegill"
6612,"Lepomis macrochirus","Bluegill"
6324,"Lepomis macrochirus","Bluegill"
2491,"Lepomis macrochirus","Bluegill"
4216,"Lepomis macrochirus","Bluegill"
1030,"Lepomis macrochirus","Bluegill"
4337,"Lepomis macrochirus","Bluegill"
1494,"Lepomis macrochirus","Bluegill"
2616,"Lepomis macrochirus","Bluegill"
3039,"Lepomis macrochirus","Bluegill"
1912,"Lepomis macrochirus","Bluegill"
2970,"Lepomis macrochirus","Bluegill"
4289,"Lepomis macrochirus","Bluegill"
2754,"Lepomis macrochirus","Bluegill"
1697,"Lepomis macrochirus","Bluegill"
1670,"Lepomis macrochirus","Bluegill"
1672,"Lepomis macrochirus","Bluegill"
1410,"Lepomis macrochirus","Bluegill"
4639,"Lepomis macrochirus","Bluegill"
6981,"Lepomis macrochirus","Bluegill"
5329,"Lepomis macrochirus","Bluegill"
4623,"Lepomis macrochirus","Bluegill"
5328,"Lepomis macrochirus","Bluegill"
1514,"Lepomis macrochirus","Bluegill"
1414,"Lepomis macrochirus","Bluegill"
1428,"Lepomis macrochirus","Bluegill"
1416,"Lepomis macrochirus","Bluegill"
1417,"Lepomis macrochirus","Bluegill"
2379,"Lepomis macrochirus","Bluegill"
1849,"Lepomis macrochirus","Bluegill"
1955,"Lepomis macrochirus","Bluegill"
5468,"Lepomis macrochirus","Bluegill"
3434,"Lepomis macrochirus","Bluegill"
6436,"Lepomis macrochirus","Bluegill"
5975,"Lepomis macrochirus","Bluegill"
6318,"Lepomis macrochirus","Bluegill"
6572,"Lepomis macrochirus","Bluegill"
6216,"Lepomis macrochirus","Bluegill"
3148,"Lepomis macrochirus","Bluegill"
3074,"Lepomis macrochirus","Bluegill"
4889,"Lepomis macrochirus","Bluegill"
420,"Lepomis macrochirus","Bluegill"
869,"Lepomis macrochirus","Bluegill"
422,"Lepomis macrochirus","Bluegill"
1985,"Lepomis macrochirus","Bluegill"
741,"Lepomis macrochirus","Bluegill"
2682,"Lepomis macrochirus","Bluegill"
5720,"Lepomis macrochirus","Bluegill"
1251,"Lepomis macrochirus","Bluegill"
1468,"Lepomis macrochirus","Bluegill"
466,"Lepomis macrochirus","Bluegill"
4599,"Lepomis macrochirus","Bluegill"
4948,"Lepomis macrochirus","Bluegill"
1039,"Lepomis macrochirus","Bluegill"
728,"Lepomis macrochirus","Bluegill"
1977,"Lepomis macrochirus","Bluegill"
1287,"Lepomis macrochirus","Bluegill"
3226,"Lepomis macrochirus","Bluegill"
1741,"Lepomis macrochirus","Bluegill"
4438,"Lepomis macrochirus","Bluegill"
5979,"Lepomis macrochirus","Bluegill"
467,"Lepomis macrochirus","Bluegill"
1479,"Lepomis macrochirus","Bluegill"
6383,"Lepomis macrochirus","Bluegill"
525,"Lepomis macrochirus","Bluegill"
284,"Lepomis macrochirus","Bluegill"
3047,"Lepomis macrochirus","Bluegill"
1875,"Lepomis macrochirus","Bluegill"
6579,"Lepomis macrochirus","Bluegill"
7146,"Lepomis macrochirus","Bluegill"
5327,"Lepomis macrochirus","Bluegill"
4350,"Lepomis macrochirus","Bluegill"
6133,"Lepomis macrochirus","Bluegill"
1854,"Lepomis macrochirus","Bluegill"
5692,"Lepomis macrochirus","Bluegill"
761,"Lepomis macrochirus","Bluegill"
6764,"Lepomis macrochirus","Bluegill"
3366,"Lepomis macrochirus","Bluegill"
1036,"Lepomis macrochirus","Bluegill"
6880,"Lepomis macrochirus","Bluegill"
487,"Lepomis macrochirus","Bluegill"
3446,"Lepomis macrochirus","Bluegill"
2809,"Lepomis macrochirus","Bluegill"
5387,"Lepomis macrochirus","Bluegill"
2510,"Lepomis macrochirus","Bluegill"
5002,"Lepomis macrochirus","Bluegill"
698,"Lepomis macrochirus","Bluegill"
2718,"Lepomis macrochirus","Bluegill"
6879,"Lepomis macrochirus","Bluegill"
7170,"Lepomis macrochirus","Bluegill"
3563,"Lepomis macrochirus","Bluegill"
3545,"Lepomis macrochirus","Bluegill"
468,"Lepomis macrochirus","Bluegill"
5283,"Lepomis macrochirus","Bluegill"
4809,"Lepomis macrochirus","Bluegill"
731,"Lepomis macrochirus","Bluegill"
5601,"Lepomis macrochirus","Bluegill"
6426,"Lepomis macrochirus","Bluegill"
1236,"Lepomis macrochirus","Bluegill"
2003,"Lepomis macrochirus","Bluegill"
2031,"Lepomis macrochirus","Bluegill"
6946,"Lepomis macrochirus","Bluegill"
6642,"Lepomis macrochirus","Bluegill"
469,"Lepomis macrochirus","Bluegill"
1185,"Lepomis macrochirus","Bluegill"
1460,"Lepomis macrochirus","Bluegill"
2130,"Lepomis macrochirus","Bluegill"
2131,"Lepomis macrochirus","Bluegill"
6531,"Lepomis macrochirus","Bluegill"
471,"Lepomis macrochirus","Bluegill"
6432,"Lepomis macrochirus","Bluegill"
2084,"Lepomis macrochirus","Bluegill"
5311,"Lepomis macrochirus","Bluegill"
7168,"Lepomis macrochirus","Bluegill"
4917,"Lepomis macrochirus","Bluegill"
3195,"Lepomis macrochirus","Bluegill"
7176,"Lepomis macrochirus","Bluegill"
3431,"Lepomis macrochirus","Bluegill"
1141,"Lepomis macrochirus","Bluegill"
5198,"Lepomis macrochirus","Bluegill"
6490,"Lepomis macrochirus","Bluegill"
3185,"Lepomis macrochirus","Bluegill"
3468,"Lepomis macrochirus","Bluegill"
5514,"Lepomis macrochirus","Bluegill"
2996,"Lepomis macrochirus","Bluegill"
5122,"Lepomis macrochirus","Bluegill"
5980,"Lepomis macrochirus","Bluegill"
3344,"Lepomis macrochirus","Bluegill"
3063,"Lepomis macrochirus","Bluegill"
6001,"Lepomis macrochirus","Bluegill"
3133,"Lepomis macrochirus","Bluegill"
5715,"Lepomis macrochirus","Bluegill"
472,"Lepomis macrochirus","Bluegill"
5454,"Lepomis macrochirus","Bluegill"
1486,"Lepomis macrochirus","Bluegill"
4342,"Lepomis macrochirus","Bluegill"
2170,"Lepomis macrochirus","Bluegill"
494,"Lepomis macrochirus","Bluegill"
7156,"Lepomis macrochirus","Bluegill"
1216,"Lepomis macrochirus","Bluegill"
4901,"Lepomis macrochirus","Bluegill"
4440,"Lepomis macrochirus","Bluegill"
3651,"Lepomis macrochirus","Bluegill"
3652,"Lepomis macrochirus","Bluegill"
3653,"Lepomis macrochirus","Bluegill"
3654,"Lepomis macrochirus","Bluegill"
3658,"Lepomis macrochirus","Bluegill"
3659,"Lepomis macrochirus","Bluegill"
5106,"Lepomis macrochirus","Bluegill"
5042,"Lepomis macrochirus","Bluegill"
3663,"Lepomis macrochirus","Bluegill"
3664,"Lepomis macrochirus","Bluegill"
3665,"Lepomis macrochirus","Bluegill"
3666,"Lepomis macrochirus","Bluegill"
3667,"Lepomis macrochirus","Bluegill"
6220,"Lepomis macrochirus","Bluegill"
5110,"Lepomis macrochirus","Bluegill"
3669,"Lepomis macrochirus","Bluegill"
3670,"Lepomis macrochirus","Bluegill"
3672,"Lepomis macrochirus","Bluegill"
5035,"Lepomis macrochirus","Bluegill"
3675,"Lepomis macrochirus","Bluegill"
3676,"Lepomis macrochirus","Bluegill"
3677,"Lepomis macrochirus","Bluegill"
3678,"Lepomis macrochirus","Bluegill"
3679,"Lepomis macrochirus","Bluegill"
3680,"Lepomis macrochirus","Bluegill"
3681,"Lepomis macrochirus","Bluegill"
3682,"Lepomis macrochirus","Bluegill"
6621,"Lepomis macrochirus","Bluegill"
6472,"Lepomis macrochirus","Bluegill"
5585,"Lepomis macrochirus","Bluegill"
6475,"Lepomis macrochirus","Bluegill"
3683,"Lepomis macrochirus","Bluegill"
3684,"Lepomis macrochirus","Bluegill"
3685,"Lepomis macrochirus","Bluegill"
3689,"Lepomis macrochirus","Bluegill"
3690,"Lepomis macrochirus","Bluegill"
5820,"Lepomis macrochirus","Bluegill"
3691,"Lepomis macrochirus","Bluegill"
3692,"Lepomis macrochirus","Bluegill"
7275,"Lepomis macrochirus","Bluegill"
6474,"Lepomis macrochirus","Bluegill"
3693,"Lepomis macrochirus","Bluegill"
3696,"Lepomis macrochirus","Bluegill"
6560,"Lepomis macrochirus","Bluegill"
5332,"Lepomis macrochirus","Bluegill"
5843,"Lepomis macrochirus","Bluegill"
