sponsor_name,n,bank_id
"JMB Partnership, LLC",11,5826
"JMB Partnership, LLC",11,4640
"JMB Partnership, LLC",11,2215
"JMB Partnership, LLC",11,711
"JMB Partnership, LLC",11,6866
"JMB Partnership, LLC",11,6861
ND-DOT North Dakota Dept of Transportation,11,6394
ND-DOT North Dakota Dept of Transportation,11,6814
ND-DOT North Dakota Dept of Transportation,11,1354
ND-DOT North Dakota Dept of Transportation,11,3231
ND-DOT North Dakota Dept of Transportation,11,3508
ND-DOT North Dakota Dept of Transportation,11,3637
ND-DOT North Dakota Dept of Transportation,11,3072
ND-DOT North Dakota Dept of Transportation,11,6813
ND-DOT North Dakota Dept of Transportation,11,7323
ND-DOT North Dakota Dept of Transportation,11,6804
ND-DOT North Dakota Dept of Transportation,11,3230
North Carolina Division of Mitigation Services,11,7275
North Carolina Division of Mitigation Services,11,7276
North Carolina Division of Mitigation Services,11,7228
North Carolina Division of Mitigation Services,11,7229
North Carolina Division of Mitigation Services,11,7230
North Carolina Division of Mitigation Services,11,7278
North Carolina Division of Mitigation Services,11,7274
North Carolina Division of Mitigation Services,11,7277
"RES, LLC.",11,899
"RES, LLC.",11,4385
"RES, LLC.",11,6147
"RES, LLC.",11,4958
Alabama Department of Transportation,10,1756
Alabama Department of Transportation,10,1754
Alabama Department of Transportation,10,1199
Alabama Department of Transportation,10,1753
Alabama Department of Transportation,10,1757
Alabama Department of Transportation,10,1198
Bridgeport Mitigation LLC,10,7212
Clearwater Mitigation III LLC,10,7073
Clearwater Mitigation III LLC,10,6415
"Environmental Banc & Exchange, L.L.C.",10,1069
"Environmental Banc & Exchange, L.L.C.",10,2855
"Environmental Banc & Exchange, L.L.C.",10,2862
"Environmental Banc & Exchange, L.L.C.",10,2865
"Environmental Banc & Exchange, L.L.C.",10,1073
MD State Highway Administration,10,3181
MD State Highway Administration,10,4609
MD State Highway Administration,10,5385
MD State Highway Administration,10,5420
Minnesota Department of Transportation,10,2669
Minnesota Department of Transportation,10,1310
Minnesota Department of Transportation,10,4730
Minnesota Department of Transportation,10,2668
Minnesota Department of Transportation,10,1318
Minnesota Department of Transportation,10,2670
Minnesota Department of Transportation,10,1494
Mitigation Services Inc,10,1810
Mitigation Services Inc,10,1813
Mitigation Services Inc,10,1814
Mitigation Services Inc,10,635
Mitigation Services Inc,10,2166
Mitigation Services Inc,10,2825
Mitigation Services Inc,10,549
Montana Freshwater Partners (Formerly MARS),10,7206
Montana Freshwater Partners (Formerly MARS),10,4395
Montana Freshwater Partners (Formerly MARS),10,6636
Montana Freshwater Partners (Formerly MARS),10,5690
Montana Freshwater Partners (Formerly MARS),10,5950
Montana Freshwater Partners (Formerly MARS),10,5426
Montana Freshwater Partners (Formerly MARS),10,4612
Montana Freshwater Partners (Formerly MARS),10,5952
Montana Freshwater Partners (Formerly MARS),10,6239
Montana Freshwater Partners (Formerly MARS),10,4391
"San Diego, County of",10,2345
Stream +  Wetlands Foundation,10,923
Stream +  Wetlands Foundation,10,885
Stream +  Wetlands Foundation,10,6605
Stream +  Wetlands Foundation,10,5653
Stream +  Wetlands Foundation,10,891
Stream +  Wetlands Foundation,10,887
Stream +  Wetlands Foundation,10,909
"Wild-TX Lands, LLC",10,7241
"Wild-TX Lands, LLC",10,2990
"Wild-TX Lands, LLC",10,6790
"Wild-TX Lands, LLC",10,7111
"Wild-TX Lands, LLC",10,2510
"Wild-TX Lands, LLC",10,3006
"Wild-TX Lands, LLC",10,2726
"Wild-TX Lands, LLC",10,4822
"Wild-TX Lands, LLC",10,1195
