bank_id,centroid
1360,"c(-93.4604373411276, 46.6850477498232)"
1911,"c(-93.6780384635396, 46.6130163372996)"
1879,"c(-93.6532949057107, 46.5748529502437)"
3205,"c(-93.5624871990096, 46.624138177259)"
1593,"c(-93.6371804291404, 46.541611189844)"
5811,"c(-93.634411, 46.541732)"
1733,"c(-93.6770764056915, 46.5618747301149)"
1877,"c(-93.559534, 46.616444)"
2002,"c(-93.4000778338237, 46.7814738026625)"
6015,"c(-93.55, 46.37)"
7044,"c(-93.55, 46.37)"
7045,"c(-93.55, 46.37)"
6588,"c(-93.5498150966634, 46.3658070984406)"
7214,"c(-93.550777, 46.367286)"
2815,"c(-93.120502, 47.011882)"
5996,"c(-93.299221, 45.37439)"
5734,"c(-93.211508, 45.198171)"
6753,"c(-93.167046, 45.273795)"
6530,"c(-93.299662, 45.304459)"
1363,"c(-93.0333493885706, 45.2886596237876)"
1884,"c(-93.0322697688421, 45.2877357929947)"
1521,"c(-93.1106037232833, 45.4095113771501)"
1594,"c(-93.436217755704, 45.3762690388491)"
5925,"c(-93.180369, 45.14196)"
2201,"c(-93.439603, 45.248272)"
1596,"c(-93.103834610322, 45.1579315318703)"
2069,"c(-93.111954, 45.406499)"
2412,"c(-93.09982, 45.20591)"
2413,"c(-93.42298, 45.27162)"
2331,"c(-93.02202, 45.22864)"
2807,"c(-93.02202, 45.22864)"
4872,"c(-93.03519, 45.23516)"
5146,"c(-93.081592, 45.213579)"
6311,"c(-93.336735, 45.23394)"
4274,"c(-93.11913, 45.39742)"
7160,"c(-93.02467, 45.178159)"
6035,"c(-93.210687, 45.199054)"
3200,"c(-93.173149, 45.189443)"
4291,"c(-93.03437, 45.23792)"
3479,"c(-93.18202, 45.27008)"
6026,"c(-95.935137, 46.793683)"
1698,"c(-96.007460598172, 46.8796347127078)"
1364,"c(-96.0457665622187, 47.0827485877179)"
1527,"c(-96.1368506139564, 46.8657460283036)"
3341,"c(-96.1446485744029, 46.8637536292766)"
1598,"c(-96.1234093995934, 46.8669890723916)"
1599,"c(-96.1525574043223, 46.8539988174072)"
5443,"c(-95.930737, 47.057434)"
6313,"c(-95.930737, 47.057434)"
5823,"c(-95.850752, 46.971287)"
3146,"c(-94.5246853132696, 48.2383542656916)"
5526,"c(-94.846665, 47.784546)"
2152,"c(-94.622546, 47.998354)"
1493,"c(-94.7146796530683, 47.8843571207689)"
3040,"c(-94.5185250988324, 48.2446558025932)"
4326,"c(-94.52483, 48.24166)"
1490,"c(-94.4741563928009, 48.1607106362493)"
1771,"c(-94.5952977448185, 47.9877586985357)"
2186,"c(-95.453817, 48.216454)"
6420,"c(-93.818687, 45.744598)"
7013,"c(-93.931334, 45.747617)"
1601,"c(-94.1438357240731, 45.7322316012188)"
4165,"c(-96.36563, 45.47386)"
1811,"c(-96.5473623410625, 45.5469746702943)"
6257,"c(-96.54725, 45.546946)"
1590,"c(-96.3723419436889, 45.4184909419685)"
7148,"c(-94.28, 44.163)"
5655,"c(-93.84699, 44.048284)"
6102,"c(-93.825742, 43.960496)"
4459,"c(-94.33417, 44.04517)"
5254,"c(-93.884639, 44.052435)"
1978,"c(-93.918624, 44.116321)"
5255,"c(-93.865611, 43.917807)"
5413,"c(-93.8533287522542, 43.96713472525)"
6074,"c(-93.853277, 43.967081)"
6369,"c(-93.836559, 43.934606)"
6342,"c(-94.830245, 44.221332)"
5716,"c(-92.461667, 46.690714)"
2013,"c(-93.7246565419717, 44.8526328753755)"
1370,"c(-93.5985409083195, 44.8580100832076)"
1606,"c(-93.7963572177158, 44.931417640648)"
1603,"c(-93.8548929946468, 44.9216906498827)"
1604,"c(-93.8339823481766, 44.7976989543899)"
4729,"c(-93.74164, 44.80732)"
1605,"c(-93.6304848562484, 44.7540062884374)"
1635,"c(-93.6304772643202, 44.7540060027877)"
4927,"c(-94.006921, 44.94539)"
1607,"c(-93.8269519828694, 44.7989324720264)"
1608,"c(-93.9947282852852, 44.9393281103704)"
4325,"c(-93.61681, 44.83442)"
4570,"c(-93.83219, 44.9537)"
5104,"c(-93.903717, 44.848709)"
6838,"c(-93.903717, 44.848709)"
5437,"c(-93.811696, 44.744273)"
5634,"c(-93.840077, 44.97423)"
3371,"c(-93.887327, 44.883865)"
1371,"c(-93.7803263862611, 46.9023482425024)"
1372,"c(-93.9394900479377, 46.9500277274248)"
4336,"c(-95.32359, 44.99027)"
5818,"c(-95.487885, 44.885649)"
4755,"c(-95.50865, 44.88196)"
5717,"c(-92.898529, 45.540409)"
7283,"c(-92.942501, 45.55542)"
1513,"c(-92.9468113355911, 45.4681633308506)"
1373,"c(-92.7815141104956, 45.3305577789179)"
1512,"c(-92.9359467928014, 45.6533703580482)"
6078,"c(-92.935066, 45.655028)"
1501,"c(-93.0284711919279, 45.6060565949111)"
1585,"c(-93.0136567544794, 45.3275248489803)"
6153,"c(-93.0104847560798, 45.3423412138677)"
7184,"c(-92.898529, 45.540409)"
4550,"c(-96.45233, 46.92665)"
1374,"c(-96.2328773771316, 46.9931200638782)"
2722,"c(-96.49423, 46.739533)"
5810,"c(-96.49601, 46.743507)"
3302,"c(-96.38145, 46.76522)"
6722,"c(-96.38145, 46.76522)"
1375,"c(-95.1981308683583, 47.6422314304527)"
1611,"c(-95.3753031742119, 47.7810703415398)"
1612,"c(-95.3752848262176, 47.7826698710564)"
2377,"c(-91.877858, 47.309033)"
4740,"c(-90.783593, 47.740345)"
3491,"c(-90.02739, 47.88667)"
2252,"c(-94.276163, 46.362051)"
1615,"c(-93.1939303868438, 44.5989677268993)"
5972,"c(-93.1412951821516, 44.5402274256731)"
6161,"c(-93.117442, 44.533411)"
6320,"c(-93.062912, 44.648503)"
7129,"c(-93.057997, 44.605025)"
1618,"c(-93.3173218784296, 44.7716505565644)"
1347,"c(-93.9819349823023, 45.2653549849347)"
1888,"c(-93.2757793421247, 44.5674843352638)"
1617,"c(-93.3052198966748, 44.7914669299993)"
1616,"c(-93.1790933963653, 44.6565739824083)"
3041,"c(-93.116196, 44.811726)"
4568,"c(-93.0611434608495, 43.989823132931)"
3149,"c(-93.130414, 44.536561)"
5732,"c(-93.130689, 44.536522)"
1498,"c(-92.7120263877828, 44.1789137909907)"
1377,"c(-93.0226312593014, 43.9522597205118)"
1822,"c(-92.9040213865335, 43.9547648720949)"
1824,"c(-92.904520148352, 43.954930376598)"
1823,"c(-92.9048885092664, 43.9509841343244)"
1619,"c(-92.7462840420987, 43.9093106082603)"
7047,"c(-95.591052, 46.046654)"
3626,"c(-95.1550579092955, 46.0515163276414)"
1825,"c(-95.6611210488899, 45.8136607248429)"
1378,"c(-95.6584771953236, 45.8162421217562)"
1379,"c(-95.491985517661, 45.8022351907087)"
1306,"c(-95.4355934191032, 46.0699355800392)"
5745,"c(-95.43, 45.52)"
4814,"c(-95.538789, 46.045787)"
3417,"c(-95.73078, 45.85712)"
1620,"c(-93.7967600304802, 43.6029867002509)"
5290,"c(-94.17379, 43.582013)"
4638,"c(-93.4568651181397, 43.6429124182349)"
2840,"c(-93.27943, 43.811006)"
4714,"c(-93.27943, 43.811006)"
1380,"c(-92.7296831635188, 44.6716627007393)"
1826,"c(-92.722507, 44.66546)"
2548,"c(-92.938274, 46.354095)"
1623,"c(-92.6847268697859, 44.3630178596248)"
1624,"c(-92.4764990817335, 44.4922759839396)"
1381,"c(-95.8976612191835, 45.8293365836242)"
1625,"c(-96.041883097518, 46.0879861227011)"
1890,"c(-96.041883097518, 46.0879861227011)"
6686,"c(-96.057, 46.092)"
6747,"c(-93.340812, 44.866029)"
6744,"c(-93.681475, 45.109593)"
4213,"c(-93.4577, 44.89562)"
5948,"c(-94.0959439227517, 45.4255892979542)"
1627,"c(-93.7242390431964, 45.0553183561672)"
1979,"c(-93.736757, 44.95657)"
1503,"c(-93.6090321614216, 45.1791262712769)"
1631,"c(-93.6123716423639, 45.0641737651252)"
1630,"c(-93.6689459905487, 45.113122760352)"
1502,"c(-93.5257689578433, 45.0709879702601)"
1897,"c(-93.7296023811345, 44.9643301176726)"
1506,"c(-93.7340650065381, 44.9656770334167)"
1629,"c(-93.6838814032453, 45.1076931232037)"
1505,"c(-93.5265249410598, 45.0584211662324)"
2035,"c(-93.5265171027902, 45.055758391948)"
3090,"c(-93.390421, 45.029324)"
1107,"c(-93.6705183835472, 45.1433654155139)"
2255,"c(-93.716818, 45.072373)"
2001,"c(-93.49322, 45.20361)"
2256,"c(-93.512338, 44.985433)"
2357,"c(-93.471591, 45.043681)"
5532,"c(-93.571146, 45.148911)"
3087,"c(-93.495347585789, 45.1902429703335)"
6935,"c(-93.762257, 44.964597)"
3451,"c(-93.729281, 44.92404)"
3464,"c(-93.52953, 45.06779)"
5970,"c(-93.512448, 44.807187)"
6954,"c(-93.512448, 44.807187)"
2669,"c(-95.029722, 47.189722)"
7240,"c(-93.386, 45.423)"
1522,"c(-93.0396523156551, 45.4999914819434)"
2086,"c(-93.032327, 45.492286)"
1172,"c(-93.7673912297592, 47.3227692939061)"
3565,"c(-93.76932, 47.32331)"
7011,"c(-93.766733, 47.320246)"
2203,"c(-93.705352, 47.222975)"
1170,"c(-93.7667745623707, 47.3198911732291)"
1742,"c(-93.8506566283387, 47.322145036293)"
2810,"c(-93.8506566283387, 47.322145036293)"
4750,"c(-93.8541, 47.32079)"
4322,"c(-93.8404, 47.31836)"
4854,"c(-95.038742, 43.835523)"
1809,"c(-95.0478301305294, 43.5106249046186)"
4856,"c(-95.046679, 43.51211)"
1419,"c(-93.0754197967072, 45.2417028577702)"
1806,"c(-93.2779250154231, 45.7470562427602)"
2844,"c(-93.462036, 45.812901)"
6476,"c(-94.790747, 45.207488)"
5953,"c(-94.892972, 44.977859)"
1632,"c(-95.0273523619176, 45.1367641316626)"
1956,"c(-94.097394, 45.424555)"
1786,"c(-94.927374, 45.225457)"
4341,"c(-96.6442, 48.5765)"
5097,"c(-94.402871, 48.654854)"
2675,"c(-93.374, 48.004)"
1174,"c(-94.4028598066065, 48.6548708750743)"
1941,"c(-94.253699, 48.634533)"
2900,"c(-93.960644, 47.869035)"
2071,"c(-93.19402, 48.075202)"
5919,"c(-96.057, 45.059)"
3443,"c(-96.038, 44.886)"
3432,"c(-96.181, 44.996)"
1152,"c(-91.700826, 47.092922)"
2673,"c(-91.70556, 47.09008)"
1633,"c(-94.8195604438239, 48.8369944042248)"
2849,"c(-95.0528676495036, 48.9405192501865)"
4270,"c(-95.10425, 49.22796)"
1683,"c(-94.9051269653491, 48.9106668855518)"
1327,"c(-94.9054026353399, 48.9109190153574)"
1173,"c(-94.8330351050442, 48.7867960976072)"
2613,"c(-94.926175, 48.793316)"
3471,"c(-95.17229, 48.71024)"
3144,"c(-95.200033, 48.402302)"
3304,"c(-95.0770230413333, 48.9331508347979)"
6004,"c(-93.8054719437339, 44.4398813626462)"
5699,"c(-93.7693390814762, 44.496408859011)"
1636,"c(-93.8420296323976, 44.4572864981928)"
3199,"c(-93.8342715006058, 44.2482999112346)"
5428,"c(-96.138986, 44.22058)"
1637,"c(-95.9021767245607, 44.3422272421271)"
2489,"c(-95.765935, 44.435846)"
3147,"c(-95.806846, 44.464926)"
3400,"c(-95.993, 44.309)"
6837,"c(-95.921679, 47.384003)"
4565,"c(-95.9217887843307, 47.384015062106)"
2908,"c(-96.292528, 48.277334)"
2967,"c(-96.092058, 48.536332)"
3428,"c(-96.28202, 48.39988)"
1310,"c(-94.664348, 43.580412)"
1639,"c(-94.4375641211382, 43.8090359462261)"
1641,"c(-94.5112194281133, 43.6579885645524)"
5718,"c(-94.801599, 43.779041)"
7150,"c(-94.128194, 44.748145)"
5515,"c(-94.257033, 44.762861)"
5920,"c(-94.171842, 44.771012)"
6002,"c(-94.663549, 45.067137)"
6877,"c(-94.56082, 44.91537)"
4986,"c(-94.432858, 45.284344)"
1643,"c(-94.6430394407455, 44.9045718430315)"
4562,"c(-94.3302, 45.16898)"
5444,"c(-94.478227, 45.162721)"
6773,"c(-94.73647, 45.183985)"
5257,"c(-94.641302, 44.903354)"
3026,"c(-93.5148982961129, 45.6540833906258)"
5045,"c(-93.515104, 45.65413)"
6467,"c(-93.581509, 45.659321)"
7207,"c(-93.911858, 45.851033)"
1386,"c(-93.8559764543765, 45.9318173386538)"
1644,"c(-94.1797588665046, 45.986363989897)"
1645,"c(-94.1790768951935, 45.9883279414968)"
3017,"c(-93.940198, 45.874848)"
1796,"c(-94.3093790527278, 46.1254853388829)"
5613,"c(-94.515307, 46.21994)"
1387,"c(-92.5175261827412, 43.8095797399514)"
1647,"c(-92.6525448391216, 43.7282843868406)"
3170,"c(-95.5998, 43.9757)"
1787,"c(-94.0657612332126, 44.1951191332714)"
3650,"c(-94.177491, 44.208265)"
6256,"c(-94.17752, 44.20848)"
5548,"c(-95.90445, 43.684038)"
3182,"c(-95.763547, 43.652634)"
1914,"c(-96.1865859463053, 47.2909843579808)"
2969,"c(-96.226464, 47.216442)"
4890,"c(-92.2371, 43.9896)"
6148,"c(-92.185965, 43.98187)"
6056,"c(-92.600735, 43.997692)"
1648,"c(-92.3543354239186, 44.0549647808356)"
3462,"c(-92.2210902233898, 43.8776755215356)"
5649,"c(-92.5444010654137, 43.896604041082)"
5896,"c(-92.228606, 43.887108)"
3429,"c(-92.6006297524334, 43.9978055244263)"
3478,"c(-92.44436, 43.94273)"
1388,"c(-96.1022322646414, 46.5177797551432)"
1838,"c(-95.246467418032, 46.6672942582808)"
1906,"c(-95.246467418032, 46.6672942582808)"
3136,"c(-95.9929, 46.2453)"
3301,"c(-95.3989, 46.14251)"
3299,"c(-95.19379, 46.24542)"
3300,"c(-95.33007, 46.62451)"
5525,"c(-95.646054, 47.976705)"
4909,"c(-96.408758, 48.016406)"
4561,"c(-95.77607, 48.02761)"
5921,"c(-92.639269, 46.406689)"
6198,"c(-92.965584, 46.077188)"
4387,"c(-96.30441, 47.66111)"
1525,"c(-96.3293325047533, 47.667672070533)"
2717,"c(-95.977258, 47.738722)"
2943,"c(-95.934401, 47.753393)"
3467,"c(-95.69289, 47.79383)"
3474,"c(-96.5361, 47.8401)"
3502,"c(-95.91812, 47.75647)"
1390,"c(-95.3026417619333, 45.6385567578222)"
1391,"c(-95.4593152198852, 45.4196411373004)"
1392,"c(-95.2544309472261, 45.6482570741584)"
1393,"c(-95.4434880845347, 45.4926872277143)"
1917,"c(-93.1783319798373, 45.1237498870534)"
2253,"c(-96.471552, 47.898467)"
5993,"c(-95.1125, 44.38694)"
6405,"c(-94.870629, 44.414363)"
1689,"c(-95.5006352654274, 44.35460396906)"
5354,"c(-95.5014, 44.354144)"
5355,"c(-95.5014, 44.354144)"
1313,"c(-95.1609811767432, 44.5186297546194)"
5409,"c(-95.1637, 44.517996)"
1909,"c(-95.1653880149514, 44.5177760174007)"
5503,"c(-95.498171, 44.368373)"
6950,"c(-94.76, 44.796)"
6996,"c(-94.624606, 44.858283)"
6029,"c(-94.818147, 44.698701)"
6843,"c(-94.943649, 44.776591)"
5901,"c(-94.80223, 44.531815)"
1396,"c(-94.5465961762749, 44.7487824980268)"
2547,"c(-94.9841130692786, 44.5756768806836)"
5427,"c(-94.93206, 44.841135)"
1315,"c(-94.8917115594058, 44.7382149980529)"
7313,"c(-94.814, 44.53)"
1523,"c(-93.508991024425, 44.201181427379)"
1397,"c(-93.4601860681541, 44.4635690377683)"
1398,"c(-93.4411613200204, 44.4728693086416)"
1654,"c(-93.245759449559, 44.4292364066939)"
4871,"c(-95.849, 48.7881)"
1495,"c(-95.83419904589, 48.6841437627021)"
1685,"c(-96.0785156348544, 48.5996560016296)"
5345,"c(-95.404652, 48.849715)"
5346,"c(-95.383119, 48.836147)"
6080,"c(-95.382676, 48.835354)"
6157,"c(-96.049844, 48.924529)"
7226,"c(-95.647326, 48.894976)"
6607,"c(-95.404652, 48.849715)"
1974,"c(-93.7588298948956, 44.5684123759415)"
1402,"c(-93.3348015055499, 44.6909745714599)"
1403,"c(-93.3369045473093, 44.6906516943037)"
1664,"c(-93.7018074597924, 44.6209673642596)"
1655,"c(-93.3904164333585, 44.7675104963534)"
1657,"c(-93.3872086725062, 44.6616136628284)"
1656,"c(-93.5438517387784, 44.7432241935785)"
1524,"c(-93.8123043572611, 44.5544323595407)"
1658,"c(-93.7329886971509, 44.5774250329204)"
1659,"c(-93.3930714390361, 44.6250714850249)"
5760,"c(-93.223015, 44.324526)"
4730,"c(-93.63052, 44.6238)"
5084,"c(-92.2362328878318, 45.6127081829534)"
3532,"c(-93.50531, 44.73716)"
5640,"c(-93.548138, 45.418844)"
7307,"c(-93.574971, 45.442042)"
1662,"c(-93.5791106225012, 45.3160963588135)"
1663,"c(-93.7160656808048, 45.3630101858418)"
5697,"c(-94.109043, 44.700394)"
5832,"c(-93.911154, 44.483278)"
1666,"c(-94.4036398167523, 44.5919642914446)"
1681,"c(-94.4269605012237, 44.5669826802534)"
5894,"c(-94.627034, 44.679686)"
4918,"c(-94.13222, 44.666029)"
3501,"c(-93.898632, 44.503638)"
3500,"c(-93.942396, 44.663337)"
2668,"c(-92.760556, 47.467778)"
1358,"c(-92.2171778574347, 47.6334075990726)"
5663,"c(-91.83588, 47.6914)"
1668,"c(-92.2041023414312, 46.8988138904854)"
1807,"c(-91.9870971217184, 46.8959907382154)"
1921,"c(-92.8612417268617, 47.31343653139)"
1667,"c(-92.3353776153507, 46.865778380666)"
2490,"c(-92.610166, 47.233241)"
6635,"c(-92.561459, 47.119641)"
5997,"c(-92.66768, 47.83634)"
3420,"c(-92.272074, 47.723045)"
2674,"c(-92.5568724364772, 47.2380503466388)"
5339,"c(-94.0959439229003, 45.4255892979588)"
4710,"c(-94.71716, 45.40153)"
5755,"c(-94.648147, 45.591152)"
1691,"c(-94.8678294484689, 45.6408569311738)"
1924,"c(-95.0816101688295, 45.7581898890923)"
1922,"c(-94.2384787589233, 45.532548208322)"
1404,"c(-95.0965892304112, 45.7630884057009)"
1405,"c(-94.9686669421596, 45.4166318806928)"
1406,"c(-95.1273870285809, 45.64561639485)"
1692,"c(-95.0629737728494, 45.7574348340423)"
1690,"c(-94.70613087751, 45.4032676514934)"
1695,"c(-94.2891943106553, 45.5281015569998)"
1693,"c(-94.5995067383629, 45.5598765181845)"
1694,"c(-95.0645735480542, 45.7577383856933)"
2016,"c(-94.9834608204854, 45.5384912962784)"
2343,"c(-94.245491, 45.62138)"
1784,"c(-95.0284914195017, 45.7196284038477)"
5812,"c(-95.026153, 45.72311)"
4445,"c(-94.31538, 45.65191)"
5098,"c(-94.9429, 45.418)"
5749,"c(-94.983888, 45.59287)"
5457,"c(-94.227767, 45.331243)"
5945,"c(-94.254475, 45.651117)"
2824,"c(-94.82665, 45.55161)"
1318,"c(-93.2038571010425, 43.8951050240307)"
4982,"c(-96.094494, 45.533409)"
5022,"c(-95.846239, 45.590989)"
5799,"c(-95.960688, 45.587575)"
2480,"c(-95.042255002369, 44.6421914214406)"
6059,"c(-96.094494, 45.533409)"
2793,"c(-96.081006, 45.67962)"
2792,"c(-96.078549, 45.743856)"
3313,"c(-95.8438911995048, 45.184004468822)"
3516,"c(-95.65777, 45.31469)"
3492,"c(-95.93047, 45.38525)"
2670,"c(-94.793889, 46.286944)"
1407,"c(-94.9390283118807, 45.8707101573309)"
6612,"c(-94.6873258143306, 45.9151960280573)"
6324,"c(-92.071218, 44.271797)"
2491,"c(-92.0710262809936, 44.2828157292594)"
4216,"c(-91.97743, 44.29806)"
1030,"c(-94.8467859069645, 46.6866421052169)"
1926,"c(-94.7921334710002, 46.2984780155508)"
4337,"c(-93.62255, 44.18585)"
1494,"c(-93.5928034012958, 44.1922450240156)"
2616,"c(-93.592354, 44.191917)"
3039,"c(-93.677396, 44.073037)"
1912,"c(-93.5773, 44.18899)"
2970,"c(-93.5837761287718, 44.190730024794)"
4289,"c(-93.00407, 45.15813)"
2754,"c(-93.009211, 45.217904)"
1697,"c(-92.8120168539951, 45.2720603301367)"
1670,"c(-92.9588551340614, 45.1193336581474)"
1672,"c(-92.9057266406398, 44.9670076286597)"
1674,"c(-94.5979084851075, 43.9721741774434)"
1673,"c(-94.7980940462402, 44.0833481701653)"
1675,"c(-94.6564993999716, 44.0638876957168)"
1409,"c(-96.7367767204048, 46.4994236672945)"
1410,"c(-96.5422803735356, 46.2597188769428)"
4639,"c(-91.6633746242596, 43.8631724967222)"
6981,"c(-93.910787, 45.227842)"
5329,"c(-94.106811, 45.10489)"
4623,"c(-94.0558, 45.07505)"
5328,"c(-93.822043, 45.117673)"
1514,"c(-94.1446060479266, 45.2496557408158)"
1414,"c(-93.9819349823023, 45.2653549849347)"
1428,"c(-93.987240622175, 45.2615757950446)"
1416,"c(-93.8513061120044, 45.1695796748368)"
1417,"c(-93.9071495044418, 45.2728620366061)"
2379,"c(-94.2, 45.017)"
1849,"c(-94.0210674718393, 45.2355427299566)"
1955,"c(-93.612079, 45.274013)"
5468,"c(-94.085618, 45.026597)"
3434,"c(-93.86596, 45.09882)"
6436,"c(-93.587876, 45.217874)"
5975,"c(-94.206916, 45.055743)"
6318,"c(-94.209153, 45.016108)"
6572,"c(-94.039828, 45.254633)"
6216,"c(-94.1785, 45.0011)"
3148,"c(-94.205785, 45.058451)"
5543,"c(-94.213312, 45.064218)"
3074,"c(-95.7809079167919, 44.6240682194673)"
4889,"c(-95.777755, 44.637924)"
5938,"c(-95.777755, 44.637924)"
420,"c(-94.3395264228909, 39.0207078080361)"
869,"c(-93.007394249221, 38.0224838930779)"
422,"c(-92.0002969199512, 38.4965060918795)"
1985,"c(-91.9860576050956, 38.3698356705822)"
741,"c(-89.1409322960844, 32.8313313271851)"
2682,"c(-90.1660582464663, 33.7632352105899)"
5175,"c(-114.088712, 47.293202)"
6803,"c(-114.966212, 47.968715)"
6872,"c(-104.0777, 48.87471)"
6025,"c(-111.016819, 45.680869)"
2656,"c(-111.992225, 46.589194)"
6331,"c(-107.543431, 45.612533)"
6330,"c(-107.515269, 45.70585)"
3191,"c(-104.79379, 46.03774)"
3198,"c(-106.523318, 46.288398)"
7206,"c(-112.521217, 47.781211)"
4395,"c(-107.981679029197, 47.9224435451467)"
6636,"c(-114.139068, 47.224015)"
5690,"c(-111.713620954532, 48.8505393868486)"
5950,"c(-106.841825, 48.350322)"
5426,"c(-113.916395274849, 46.7302823596668)"
6050,"c(-104.499116, 48.515799)"
6018,"c(-113.783608, 47.606197)"
4612,"c(-112.105401734149, 46.6426129464667)"
6452,"c(-114.305097, 48.002035)"
5952,"c(-114.10592, 46.386783)"
6239,"c(-112.220916, 47.859207)"
5418,"c(-114.337676, 48.433978)"
4391,"c(-106.365000607158, 46.2938339388677)"
6211,"c(-110.922, 46.435003)"
7048,"c(-108.949833, 46.266342)"
1763,"c(-109.47151, 47.4625)"
2942,"c(-112.55, 47.44)"
1010,"c(-111.2712, 45.738)"
852,"c(-112.973258, 46.896552)"
853,"c(-112.973258, 46.896552)"
2549,"c(-112.33734, 45.58454)"
1352,"c(-109.521573, 45.328736)"
7026,"c(-109.569734, 45.335923)"
5720,"c(-81.6230753167159, 37.1623546871267)"
418,"c(-112.103856184191, 41.4817132142456)"
5785,"c(-76.6903028853954, 38.0840117430477)"
1251,"c(-88.9314307635237, 35.6633650584091)"
1468,"c(-90.048098, 38.671267)"
466,"c(-84.04997, 32.58147)"
1437,"c(-68.88089, 44.455475)"
2965,"c(-69.5905, 44.009)"
4599,"c(-83.0253269144339, 29.9601985295384)"
4948,"c(-82.2103026448956, 27.5624526304087)"
2241,"c(-117.248, 33.032)"
1039,"c(-82.4573257440455, 27.7443871131477)"
728,"c(-93.6478, 33.22577)"
1977,"c(-93.6478, 33.22577)"
6337,"c(-76.081983, 38.49875)"
4560,"c(-76.0818702390517, 38.4986621145578)"
2562,"c(-122.772408010728, 38.4000135998457)"
1287,"c(-81.422201, 32.11437)"
3499,"c(-104.67519997441, 37.7014539906489)"
3226,"c(-91.777972, 30.897011)"
1741,"c(-80.739805, 32.461419)"
374,"c(-121.385, 38.910556)"
32,"c(-122.909285608083, 44.761559157764)"
4438,"c(-82.272036, 28.982433)"
3530,"c(-121.46051, 38.88592)"
5979,"c(-93.1796097368978, 30.4333557882008)"
1227,"c(-74.0389, 40.8157)"
467,"c(-81.7522247363087, 30.9628918861249)"
2561,"c(-122.780052, 38.439422)"
1479,"c(-85.3509599880173, 32.1522481187101)"
1217,"c(-94.538293725504, 32.2770329479171)"
6383,"c(-85.6058956495697, 36.3536240894323)"
525,"c(-84.094269, 32.932622)"
3633,"c(-111.163526, 33.16159)"
284,"c(-80.7009425090284, 27.8457525460955)"
4869,"c(-123.341, 44.522889)"
3047,"c(-81.6684197585141, 37.4559877979067)"
1875,"c(-83.36, 34.633333)"
6579,"c(-80.993518, 34.632975)"
629,"c(-77.451111, 38.238611)"
7146,"c(-86.262561, 36.071934)"
5327,"c(-94.9991, 42.2938)"
4350,"c(-94.9998132950849, 42.2913620725826)"
6133,"c(-94.9862805745754, 29.9304800532284)"
1854,"c(-84.158124, 33.633821)"
5692,"c(-80.860358, 39.393681)"
803,"c(-124.016370708504, 46.3818418466247)"
761,"c(-86.1206495705643, 32.393493624196)"
6764,"c(-84.5754985290287, 37.8895249430469)"
6278,"c(-80.673138, 37.91697)"
4212,"c(-79.429033179649, 37.9949673279451)"
888,"c(-80.666, 37.934)"
1589,"c(-117.623011775838, 48.0302845854606)"
6212,"c(-120.359525, 38.248616)"
6229,"c(-122.735816, 38.297601)"
5822,"c(-123.697674, 38.974544)"
6802,"c(-123.7396, 39.1934)"
3366,"c(-90.6606, 38.4696)"
1446,"c(-121.929459532592, 39.8624881723272)"
680,"c(-108.623720366061, 39.0906111691998)"
26,"c(-123.164599009227, 44.697560401703)"
1036,"c(-85.1846466434541, 32.0489565016811)"
6880,"c(-92.3357661316994, 39.6388177638928)"
630,"c(-78.096111, 37.348056)"
6502,"c(-78.8319, 37.4556)"
6503,"c(-78.9702, 37.384)"
5293,"c(-77.191, 35.4018)"
5301,"c(-77.0925, 35.2094)"
5302,"c(-77.2187, 35.1231)"
5300,"c(-77.1047, 35.3765)"
5303,"c(-77.1986, 35.1114)"
5304,"c(-77.0507, 35.2535)"
4802,"c(-77.182736, 35.42099)"
487,"c(-83.60972, 34.09944)"
3446,"c(-93.07855, 34.09924)"
631,"c(-76.4378876865005, 37.3466676182647)"
2809,"c(-89.1072685481426, 30.4074893825952)"
5387,"c(-95.6152, 41.201)"
2510,"c(-97.3535817243808, 33.3808982841392)"
5002,"c(-87.9413714130472, 42.4187644860644)"
698,"c(-96.4470318754412, 30.0110670952605)"
2718,"c(-82.0189675970478, 29.3869153009561)"
6879,"c(-83.715974, 34.865885)"
7170,"c(-88.170203, 42.954935)"
3563,"c(-80.900404, 33.81904)"
5977,"c(-77.6383, 38.6353)"
5080,"c(-77.7801310765097, 38.650951413502)"
6408,"c(-77.078333, 38.659444)"
655,"c(-77.598333, 38.614722)"
1867,"c(-77.5608440299205, 38.687917331862)"
2456,"c(-116.400002, 32.692045)"
3545,"c(-82.6967230090235, 37.8564610473567)"
468,"c(-81.6732, 32.9566)"
5283,"c(-81.62086, 34.981895)"
4809,"c(-81.6925973111858, 28.2701375960634)"
731,"c(-91.6533212960068, 32.8206147965887)"
5601,"c(-92.785133, 43.314494)"
6426,"c(-93.007510234038, 39.8802132493459)"
1236,"c(-90.1339096095967, 36.7119794898636)"
2003,"c(-92.387609407001, 39.956085893614)"
2031,"c(-83.568989, 34.748688)"
6946,"c(-84.86486, 32.722796)"
6642,"c(-89.9367346544432, 30.385259467129)"
5664,"c(-117.388356471773, 35.1477657963186)"
5673,"c(-117.446077114176, 35.0911962700428)"
5674,"c(-117.410115403705, 34.959774947011)"
5675,"c(-116.933302853711, 35.1505722052329)"
5676,"c(-116.461369669968, 34.7703647437808)"
